oracle,generated_summary,jsd_hungarian
"The Government seeks an order pursuant to Rule 164(4) of the Queen's Bench Rules requiring the plaintiff to provide better particulars in response to its demand for particulars and pursuant to Rule 173 of the Rules and order striking portions of the pleadings. HELD: 1) The plaintiff has failed to identify the legislative scheme by which responsibility for education in Ile a la Crosse or specifically, responsibility for education of a group of people that included the plaintiff, was delegated to the Minister of Education or any other member of executive government. The Government is entitled to know the case it has to meet. If the plaintiff knows the statute and regulations on which he relies, he must provide particulars. If he does not have particulars of the statutes and regulations, he must so state. 2) The court was not prepared to strike the phrases 'without limiting the generality of the foregoing' and 'without limitation'. The conduct of examination for discovery and undertakings can provide the defendant with particulars of allegations to be made by the plaintiff in order to permit it to properly defend the action.  3) The Government demanded full particulars of the breach of trust and breach of fiduciary duty. The plaintiff's response does not lay a foundation for either and the paragraphs are struck.  4) The court was satisfied that exemplary damages and punitive damages were synonymous and therefore only one of them should be pled to avoid confusion. The court directed that any reference to exemplary damages should be read as to include punitive damages and that only one phrase should be used. 5) As the cause of action clearly predates the coming into force of The Pre-judgment Interest Act, the provisions of that Act have no application to the plaintiff's claim.","The Government sought an order pursuant to Rule 164(4) of the Queen's Bench Rules requiring the Government of Saskatchewan to provide better particulars in response to its demand for particulars, in default of so doing, striking the offending portions of the statement of claim. The Government sought to strike the phrases complained of. HELD: In the circumstances, the Government was not prepared to strike these phrases. The conduct of examinations for discovery and undertakings can provide the defendant with particulars of allegations to be made by the plaintiff in order to permit it to properly defend the action and not be taken by surprise. The pleadings do not support a claim for damages for breach of trust and breach of fiduciary duty. The government is entitled to know the case it has to meet. There is no evidence of a statutory provision that establishes the responsibility for establishing, operating, maintaining and maintaining the school. The phrase 'exemplary and punitive' is common and should be permitted by the courts. The words 'breach of trust, 'not limited to the following' in the fourth and fifth line of the claim are not ordered whenever the master is satisfied that without them the applicant cannot tell what is going to be proved at trial, but how his opponent will prove it is matter of evidence of which particulars will not be ordered.",3.2445022630441485
"Accused pleaded guilty at opening of trial to one count of distributing child pornography in the form of written works. The accused was active on a pedophile website and posted 11 stories describing sexual activity between men and infants and pre-teen girls. HELD: Accused received 15 months imprisonment followed by 3 years of probation with addition orders including providing DNA samples and being added to the Sex Offender Registry. The Court accepted that the internet has led to the accelerated proliferation of child pornography, making it an increasing social problem. The social harm of such material is borne almost exclusively by infants and children, the most defenceless members of society. For this reason, denunciation and deterrence are the dominant sentencing principles. The defence submitted that the writings do not actually harm children in their making and, therefore, should not be subject to the same denunciation as pornographic images. The Court rejected this argument because it cannot be assumed that the writings do not stimulate the demand for images and since not all pedophiles are voyeurs only some will act on their desires and anything that stimulates this desire places children at risk in the real world. Aggravating factors in this case were 1) the fact that the accused extolled pedophilia and wrote hard core child pornography and encouraged others to the same. 2) The accused was a high profile contributor to the web site and he remains unrepentant Ã» he does not believe there is anything wrong with writing these stories and only stopped because the law requires it. A conditional sentence would not represent sufficient denunciation or deterrence. Mitigating factors in this case included a lack of criminal record, the guilty plea and the fact that the accused is looking after his elderly mother.","The accused pled guilty at the opening of trial to distribution of child pornography contrary to s. 163.1(3) of the Criminal Code. HELD: The accused was sentenced to 15 months imprisonment to be followed by a term of probation of 3 years, as well as the following additional orders. 1)The accused had no criminal record and did plead guilty albeit at trial, along with the other material referred to in the foregoing. 2)The Court found that a conditional sentence would not be a fit sentence on the facts in this matter. The accused qualifies for the same to be given to him on the limited information available that he would not endanger the community if one were imposed.  3)There was no evidence that the accused had any previous criminal record. The Court found the accused to be more of a voyeur than a actively sexual with girls and that he was prepared to participate in. psycho-psychological evolution which may or may not be beneficial in attempting to understand/treat this behaviour.",3.1333833715494084
"The plaintiff applied under Queen's Bench Rule 231 to strike the statements of defence of a corporate and individual defendant for failure to attend scheduled examinations despite service of an appointment and payment of conduct money to their solicitor. The defendants had previously been permitted to re-open judgments obtained against them and had filed defences. Prior to that they had consistently failed to attend examinations in aid of execution. Contempt proceedings had been commenced against them but were adjourned sine die at the time the defendants were permitted to defend. The defendants resisted the application on the basis that they were now non-residents and not compellable by an appointment, and that the designated officer of the defendant corporation was no longer an officer. This information had not been communicated to the plaintiff's solicitor who had acted in good faith on information given to him previously by the solicitors for the defendants. The examinations had been scheduled unilaterally because the defendants' solicitor consistently refused or neglected to return phone calls or correspondence from the plaintiff's solicitors. HELD: The judge refused to strike the defences holding that in the circumstances Queen's Bench Rule 231 did not apply. He also held that the defendants, considering their conduct throughout the whole course of the lawsuit, were in contempt and ordered them to attend without conduct money any examinations unilaterally scheduled by the plaintiff failing agreement between counsel as to dates. Costs were fixed at $1,500 in any event of the cause and were ordered to be paid within two weeks.","The plaintiff applied to strike the statement of defence of the corporate defendant, Great Canadian Bingo Corp. on the ground that the designated officer of the corporation failed to appear at an examination for discovery on November 23, 1993. The plaintiff's solicitors had on several occasions telephoned the defendant's solicitor to schedule examinations for discovery and to obtain statements as to documents.. None of the calls were returned.. The defendant corporation's solicitor, who was represented by his current solicitor, failed to show up at the examination. HELD: The application was dismissed. The defendants were guilty of contempt of court on the basis of their conduct throughout the whole of the proceedings. The contempt proceedings were still before the court even though they were adjourned sine die at the time the defendants were permitted to file statements of defence.. The defendants have abused the discretion of the court that was exercised in their favour to set aside the judgments obtained against them and to permit them to file defences.. The conduct of the defendants and their solicitor, however, clearly indicates that they have not maintained the level of courtesy and professionalism that is to be expected of a member of the legal profession. The court ordered that the defendants pay costs of these applications in any event of the cause.",3.388165314076902
"This was an appeal from the conviction of the appellant that he broke and entered a used car dealership and stole a vehicle, contrary to s. 348(1)(b) of the Criminal Code. The theft was reported to police by a passing motorist who saw the vehicle being driven off the car lot early in the morning. The vehicle was spotted on the highway, and when stopped, was exited by two individuals. Two officers followed tracks through a wooded area, and noted that in two areas the tracks broke through ice on a brook. Shortly thereafter the appellant came out of the woods on a nearby road; his lower body was wet and chunks of ice and snow clung to his clothing. The imprint of his footwear resembled that of the tracks in the snow. The appellant was convicted, based on the doctrine of recent possession. He argued there was no evidence he was in recent possession of the stolen vehicle. Dismissing the appeal, that there was sufficient evidence to support the findings of fact made by the trial judge. The judgment of the trial judge was consistent with R. v. Kowlyk (1988), 43 C.C.C. (3d) 1 (S.C.C.).","This was an appeal from a conviction for break, enter and theft contrary to s. 348(1)(b) of the Criminal Code. HELD: The appeal from conviction was dismissed. 1)The appellant chose not to testify at his trial and thereby offered no explanation. 2)The evidence was circumstantial, the facts he found to be proved led to no other reasonable inference than the guilt of the appellant. 3)Upon proof of unexplained possession of recently stolen property, the trier of fact may but not must draw an inference of guilt of theft or of offences incidental thereto.",4.605305698566753
"An application pursuant to s197 of the Automobile Accident Insurance Act for an order setting aside SGI's termination of the applicant's income replacement benefits. The applicant suffered soft tissue injuries to his cervical spine when his vehicle was struck from behind by an uninsured driver. He received a partial income replacement benefit from SGI on the basis he was not able to perform some but not all of his farm duties. HELD: 1)SGI was not entitled to terminate Sawkiw's benefits pursuant to s185(d), (e), (f) or (g). SGI's failure to make a suitable rehabilitation program available to Sawkiw prior to October 1/97 and its failure to reassess his level of income replacement benefits as at September 14 where significant factors contributing to his desperate circumstances. SGI was requiring Sawkiw to attend daily physiotherapy of 3 to 4 hours duration with approximately 2-1/2 hours of additional travel time. It is common knowledge that pain can be exhausting; that daily physiotherapy can be exhausting; that daily travel of 2-1/2 hours can be exhausting; that the physical demands of farming can be exhausting; and, that the mental demands of managing a farm and coordinating and organizing the work of others on a farm can be exhausting. It was far from clear how SGI expected Sawkiw to devote approximately 6 to7 hours per day to his treatment program and still have the mental and physical reserves to devote any time or energy to his farming oprations. He could only reasonably be expected to participate in daily physiotherapy if he was receiving a full, rather than a partial income replacement benefit. 2)The benefits were properly terminated pursuant to s129(1)(e) the first day of his full time employment in Alberta. However, from September 14/97 to the date of termination Sawkiw was entitled to be paid full income replacement benefit without adjustment for a partial return to work. Sawkiw was entitled to the difference and interest from the date such additional benefits should have been paid until the date of this judgment. 3)SGI was to arrange for an assessment by the rehabilitation centre forthwith. If it is found that as a result of the accident Sawkiw is not able to hold the employment he held at the time of the accident, SGI is encouraged to consider his condition as a relapse under s142(1)(a). Under the terms of this judgment the final income replacement benefit will be other than one made pursuant to s139 or 140. 4)Sawkiw was entitled to his solicitor and client costs respecting services rendered and disbursements incurred from the date of filing his notice of motion to the date this judgment is received. He was also entitled to his costs associated with preparing and filing his notice of motion set at $600 being the maximum amount payable under the Personal Injury Benefits Regulations.","HELD: The application was granted. The termination of benefits was made pursuant to s. 185 of the Automobile Accident Insurance Act. The applicant was entitled to his final income replacement benefit. The benefits were to be terminated effective the first day of his employment in Alberta. The court found that in accordance with s. 129(1)(e) of the Act, the benefits were properly terminated effective September 24, 1997. For reasons previously stated, for the period September 24 to October 23, 1997 the applicant was required to attend physiotherapy in Yorkton if he was receiving a full, rather than partial, benefit. SGI was encouraged to consider Sawkiw's condition as a relapse under s. 142(1(a) and s.168(3)(b). HELD: 1)The application was set aside. 2)SGI was to pay the difference, if any, between the amount paid to the applicant and the amount required to be paid pursuant to the judgment.  3)The applicant was to be responsible for providing SGI satisfactory evidence as to the commencement date.",6.665801511871342
"Issues of divorce, custody and access were disposed of by judgment given during the course of the trial by consent of the parties. Matrimonial property was to be divided, maintenance for the children and spousal support were to be determined. HELD: 1)Access was to be mutually agreed upon with the 18 year old to whom the respondent stood in loco parentis.  2)Expert evidence of tax implications was not called as the respondent failed to give notice as required by the Rules of Court. 3)The mother's annual income for purposes of the Guidelines was fixed at $11,376 not including the $300 child support she received from the natural father of the 18 year old. The respondent's farming income was determined on a 3 year average as it varied from year to year. The facts justified adding back 25% of the capital cost allowance on the machinery over the last 3 years for Guideline purposes. Day care and play school costs of $440 per month were to be divided according to their proportionate share based on the Guidelines. The respondent was to pay one-half of the cost of extra curricular activities and any future activities as agreed upon. The approach used in Cook v. Kilduff was adopted and the amount for the two natural children was deducted from the amount payable for three children. One-half of the difference was added to the Guideline amount of support for the two children. 4)Spousal support was not ordered. The mother was employed and the respondent's income was not likely to increase in the near future. Given he paid child support and the extra costs, their income was nearly the same. 5)Of the six quarter sections owned by the respondent prior to marriage, there was no equity in one and the increase in value in the others was marginal. Credit was given for the reduction in the mortgage debt by $24,000. There was no interest to be divided in the 1999 crops. 6)The petitioner was awarded judgment for $113,155.19 less $15,580 for assets in her possession and less one-half the appraisal costs. The judgment was to be a charge on the respondent's land. The petitioner may apply for judgment for the amount of the loan secured by the van in her possession if the respondent fails to pay off the loan. 7)Each was to pay his or her own costs.","Divorce, custody and access were disposed of by judgments given during the course of the trial by consent of the parties. The issues for resolution in this trial were: 1) Divorce, Custody of the Children, Access to the Children and Maintenance of the Matrimonial Property.  2) The petitioner was employed and the respondent's income was unlikely to increase in the near future. Given the fact that after the respondent pays child support (including the extra costs) the income of the respondent and that of the petitioner will be nearly the same, the court declined to order any spousal support. 3) The respondent's personal debts as of June 9, 1999 were $948.00 less the sum of $11,376.00 (being the value of the assets in her possession) and $97,575.19 to be paid less one-half the costs of the appraisals.",10.477775912239599
"This was an application under the Charter of Rights and Freedoms for an order declaring that the mandatory retirement of the two appellant university professors was invalid and denied the rights of the appellants as guaranteed under ss. 15(1) and (7) of the Charter, and an order for reinstatement and back pay. Dismissing the application, that (1) pursuant to s. 32 of the Charter, the Charter did not apply to these employees since the university was not a subordinate body of government, and was not being controlled by government, but was an independent institution; the fact that the university's governing statute provided that teaching staff were 'deemed to be persons employed in the public service of the Province' for the purposes of their pension plan did not constitute governmental control such as to warrant the application of the Charter; and (2) the proper forum for this application was the Human Rights Commission. The court also considered the retroactive effect of the Nova Scotia decision in Sniders v. Nova Scotia (Attorney General), which struck down the provision in the Nova Scotia Human Rights Act precluding anyone 65 years or over from making an age discrimination complaint. The court concluded that the Sniders decision did have a retroactive effect to the date when s. 15 of the Charter came into force.","This was an application under s.15(1), 24(1) and 52 of the Charter of Rights and Freedoms for: an Order declaring that the respondent is a wholly independent institution of post-secondary education which manages, administers and controls its property, revenue, business and affairs through its Board of Governors and administration department. HELD: The application was granted. 1)An Order declaring the mandatory retirement of the applicants by the respondent was invalid and infringes, denies and is inconsistent with the rights of the applicant as guaranteed under the Charter.  2)The respondent was not an arm of the government but rather a fully dependent institution of higher learning. 3)There was no evidence of governmental control that could be regarded as an exercise of government power sufficient to bring the respondent within the application of the charter.  4)The applicants' contention that the Charter can apply to private activity, without connection to the government, was untenable. The Court reviewed the case law as it developed and adopted its reasoning.",2.161174454235123
"A jury determined the plaintiff was constructively dismissed from his employment as park superintendent in 1997 and awarded damages for failure to give reasonable notice. The defendant claimed the contract of employment was all inclusive; that the plaintiff exaggerated the amount of time he spent on the job in winter; that the reduced winter hours were not in lieu of overtime pay as he was a manager within the meaning of s.4(2) of the LSA; the doctrine of estoppel or waiver applied as he never claimed a right to holiday pay for 10 years and the employer relied on his not doing so; if the plaintiff is entitled to holiday pay he should only recover back to April 1990 as he is limited by the Limitation of Actions Act; it should not be based on wages plus truck allowance as wages as defined in the LSA does not include allowances for costs. The claim for unpaid holiday pay claimed from April 1988 to October 1997, based on his wages plus one-half his truck expense allowance, was reserved pending a decision by the Court of Appeal as to whether the Court of Queen's Bench has jurisdiction to determine the issue of entitlement to holiday pay. HELD: The claim was dismissed with costs.  1)The Court of Appeal held in Kolodziejski v. Auto Electric Service that the Queens' Bench has jurisdiction to entertain a civil action for non-payment of holiday pay. 2)The plaintiff may rely on s.30(1) of the LSA to establish he is entitled to holidays and on s.33 to establish he entitled to pay in lieu of taking holidays. The onus then shifts to the defendant to prove it complied with some exception in the LSA. Section 75 prevents an employee from waiving his or her entitlement. Whether the plaintiff asserted his right to holiday pay or not, he remained entitled to his annual holidays in accordance with the LSA. 3)The plaintiff can claim for any holiday pay in lieu of time off that he can establish he was entitled to from April 1990 to his termination date. Section 3(1)(f)of the LAA states that a cause of action for recovery of money under a contract, express or implied, must be commenced within 6 years of the date on which the cause arose. 4)The plaintiff clearly indicated that a portion of the truck allowance was made to avoid paying tax. As such it would be contrary to public policy for the Court to appear to endorse the plaintiff's actions by calculating his holiday pay on the basis of his wage and this portion of his truck allowance.  5)The defendant's position that the contract included a component of holiday pay each month was inconsistent with its position that the plaintiff took these days off as holidays during the year. The contract of employment did not include a component of holiday pay in lieu of time off.  6)Failure by the defendant to keep records for the purpose of inspection by the minister does not result in a reverse onus. The onus remains on the plaintiff to establish what holidays he did not take. 7)The plaintiff admitted to taking time away from his duties for personal time and for city business as mayor. The plaintiff was not there in his capacity as superintendent. Section 31(1)(b) indicates that an employee shall be permitted to take holidays in one uninterrupted period. The defendant allowed the plaintiff to take days off in any manner he chose. It was inconsistent that the plaintiff's failure to comply with the notice requirement meant for the benefit of the employer could be used by an employee to disclaim that his days off were holidays. 8)The plaintiff was clearly a manager within the meaning of LSA. Even if he were not a manager, he failed to prove, on a balance of probabilities that he worked overtime hours in excess of the statutory minimum in order to qualify for overtime. Any days off taken by the plaintiff could not be considered taken in lieu of overtime. The days he was away were holidays as defined in s.30 of the LSA. 9)He did not establish he did 3 weeks holidays.","The plaintiff sued for damages from the defendant alleging he was constructively dismissed from his employment with the defendant. The plaintiff elected to have the determination of liability and the assessment of damages determined by a civil jury. At the time of the jury trial, the issue of the Saskatchewan Court of Queen's Bench's jurisdiction to deal with entitlement to holiday pay was being determined by the Court of Appeal for Saskatchewan. The defendant asserted that the plaintiff's employment contract was all-inclusive and that he was a'manager' within the meaning of s. 4(2) of the LSA and therefore not entitled to overtime. HELD: The plaintiff's claim for holiday pay is dismissed. The court found that if the court finds that the defendant's contract was not all inclusive or that it did not exceed the minimum standards set out in the Labour Standards Act, the plaintiff should only be entitled to recover back to April 1990 as the plaintiff is limited by the Limitation of Actions Act, R.S. 1978, c. L-15 which only allows recovery of money under a contract up to 6 years after the cause of action arises. There are several preliminary issues which must be dealt with at this stage. First, the defendant claims the plaintiff never claimed his right to holidays or holiday pay for 10 years and, in the event the court determined this Court had jurisdiction to determine that right, it would be substantially prejudiced if the plaintiff was now allowed to assert that right.. The defendant also asserts that if he was to be allowed to claim his holiday pay, he should only have been entitled to the amount of $8.00 per month for the period April 1988 to March 1991. The jury awarded the plaintiff damages in lieu of time off that he can establish he was entitled to from April 1990 to his termination date. Second, the court awarded him $1,000 in damages for failure to give reasonable notice of termination. The amount on which any holiday pay should be based on his wage, his truck allowance and his cellular phone allowance is not included in the calculation of holiday pay. There was nothing in the plaintiff’s proposal that addressed the issue that holidays were really wage disguised for the purposes of avoiding paying income tax. There were several other preliminary issues, including whether the court was to consider whether the plaintiff had been awarded holiday pay in excess of one year and, if so, if it was to determine if the Court was to rebut the presumption arising from the wording of the Act, which was clearly rebuttable presumption arising out of requirement in the",10.239742267352577
"The plaintiff was injured in a motor vehicle accident in Quebec and commenced an action in Nova Scotia. The applicant applied to determine whether the plaintiff was barred from suing in Nova Scotia concerning the Quebec accident and to dismiss the action on the basis that Nova Scotia was a forum non conveniens. Application to dismiss the action dismissed; the forum conveniens is Nova Scotia. The plaintiff has the prima facie right to select the forum subject to the defendant's right to establish that the forum is non conveniens. In the absence of many facts about the circumstances surrounding the accident and the witnesses likely to be called by the defendant, Nova Scotia is the forum conveniens. The substantive law governing the proceeding will be the law of the place where the accident occurred and the governing procedural law will be the law of the place of the trial.","The application was for directions as to procedure to govern the future course of conduct of trial, in the alternative to determination of the question of law and, secondly, to dismiss the action because Nova Scotia is a forum non conveniens. HELD: The application was granted. The court found that the plaintiff had a prima facie right to select the forum of his choice. This right is subject to the defendants' right to try to establish that the forum chosen is forum non- conveniens and that a more convenient forum exists elsewhere. It was an entirely different question as to what law will apply to a trial in Nova Scotia and, as I have previously stated, the rule is that the substantive law that governs will be the law of the place where the accident occurred. If there is a procedural problem, a problem arising from procedural law, before or during trial, that problem will undoubtedly be determined in accordance with the procedural law of that place.",0.6968932847651355
"The plaintiff bought a house. She used the services of Cecilia Mui, a realtor associated with the defendant 100% Realty Associates Ltd. operating as Re/max Saskatoon. The house was purchased from the defendants Edward and Verl Karpinski. The vendors' realtor was the defendant, Mario Jacobucci, owner of the defendant Trevi Holdings Ltd. The house did not meet the plaintiff's expectations. She now sues the defendants seeking recovery of damages for alleged latent defects. She claims Ms. Mui fell below the standard of care required of a realtor representing a purchaser. She claims Ms. Mui was negligent in misrepresenting certain facts and breached the fiduciary duty expected of her. The plaintiff claims the Karpinskis misrepresented facts to her, negligently and fraudulently. The plaintiff claims that Mr. Jacobucci and his company are liable to her in damages, both in negligence and as parties to the misrepresentations made by the vendors. Special and general damages are claimed as are aggravated damages and punitive damages. The trial took place over 22 days, spanning several years and included testimony from 14 witnesses. Two main issues are raised. The first is the liability of each of the defendants. The second issue is quantum of damages. The credibility of the parties is at the forefront of the determination of the issues. HELD: The vendors are liable to the plaintiff for breach of contract. Each of the defendants is a tortfeasor, each having breached an obligation or duty owed to the plaintiff, whether through negligence or misrepresentation. Their wrongful acts and omissions all contributed to the same damage. In that respect their liability is concurrent. The liability of the vendors and Mr. Jacobucci is joint, and that of Ms. Mui is several. As concurrent torfeasors, the fault for the damage shall be apportioned equally among the four of them.  1) Credibility is not a science, see R. v. Gagnon, 2006 SCC 17. It is not always possible to articulate with precision the complex intermingling of impressions that emerge after watching and listening to witnesses and attempting to reconcile the various versions of events. The principles and tools to be used in assessing credibility are summarized in Novak Estate (Re), 2008 NSSC 283. 2) Certain of the evidence of the Karpinskis and Ms. Mui is so unreliable that the whole of their evidence is cast with doubt. 3) The opinions and conclusions of Mr. Loraas and Mr. Epp are accepted by the court. They are professionals with no interest in the outcome of the action. Their evidence was largely unchallenged. The Court finds that the pine shakes were rotten, sealant had been applied to the shakes on at least two occasions and prior to the plaintiff offering to buy the property, the shakes were not properly installed allowing water to seep into the house, the skylight leaked and caulking had been applied to stop the leaking before the plaintiff offered to buy the house, there was improper and inadequate venting which resulted in moisture damage to the interior of the house and mold in the attic, the moisture damage in the house included damage to drywall and paint blisters. Nail pops throughout the house were largely the result of the house being moved. No inspection was done after the house was moved. 4) The Court finds the Karpinskis did not speak truthfully or completely when they answered the questions in the Property Condition Disclosure Statement (PCDS). The Court does not accept that the vendors were not aware of water and moisture damage arising from the improperly installed shingles, the missing ridge caps, the leaking skylight or the lack of venting. The sealant on the roof was sufficiently old to predate the plaintiff's purchase of the house. The vendors repaired the sink holes and moisture pockets and effectively concealed the problems. It should have been disclosed. Although the vendors denied knowing of the structural damage to their house, they knew the house had been cut in half and moved 300 kilometers and had sustained damage. The structural problems were concealed by the vendors through repairs to the dry wall, reinforcement at stress points, and repainting and patching of wall paper. The fact that the house had been cut in half and moved should have been disclosed on the PCDS. 5) It is not only current defects or ongoing problems that need to be disclosed on a PCDS. A prospective purchaser does not look to the PCDS only to ascertain that the roof is not leaking on the day it was signed, see Kaufmann v. Gibson, [2007] O.J. No. 2711 (Ont. S.C.) (QL). The Karpinskis are liable to the plaintiff for breach of contract for failing to disclose the existence of structural defects, damage due to water and roof leakage. The terms of the PCDS formed part of the agreement between the parties and the deliberate withholding of this information amounted to a false representation as to the condition of the home. With respect to damage arising from these defects, the doctrine of caveat emptor does not apply. 6) The requirements for negligent misrepresentation have been established by the plaintiff. The failure to disclose, or silence as to a known defect, amounts to an act of concealment of a material fact and has the same effect as an express misrepresentation and is sufficient to attract liability, Thomas v. Blackwell, 1999 SKQB 168. 7) The false representations knowingly made by the vendors and their silence as to material facts were fraudulent. 8) Ms. Mui was negligent and her conduct and advice to the plaintiff fell below the standard of care expected of a realtor acting for the purchaser of a rural property in 1999. She did not conduct any preliminary background checks with the Rural Municipality, which would include determining if proper permits had been obtained, prior to the plaintiff's offer to purchase. Ms. Mui did nothing more than merely mention a home inspection to the plaintiff on one occasion. At no time did she recommend a home inspection even after she knew the house had been moved and before the condition regarding a satisfactory PCDS was removed. Another reason to strongly recommend a home inspection would be in circumstances where the realtor knew that a rural municipality did not require building inspections and Ms. Mui knew this to be the case. The plaintiff relied on the representation of Ms. Mui to her detriment. Had Ms. Mui disclosed all material facts to the plaintiff and explained and recommended a home inspection, the Court is satisfied that the outcome for the plaintiff would have been different. Knowing the house had been moved and had not been inspected the plaintiff would have most likely reconsidered her decision to purchase. 9) The Court is satisfied that Mr. Jacabucci is liable to the plaintiff for negligent misrepresentation. He represented that the home was of 'quality construction'. This was incorrect. Mr. Jacobucci was also complicit in, and party to, the negligent misrepresentations made by the vendors in the PCDS. He knew the house had been moved and sustained damage. He also knew the skylight leaked. The plaintiff relied on these misrepresentations and damages resulted.  10) The costs incurred by the plaintiff to repair the house total $17,613. She is awarded $15,000 as compensation for personal time and effort that she expended in repairing the home. There is no evidence that the distress the plaintiff experienced constituted a physical injury, or a recognized psychiatric illness and she cannot be compensated for mental distress, whether under tort or breach of contract. She is awarded $10,000 for aggravated damages. Her claim for punitive damages is dismissed. Her claim for solicitor and client costs is dismissed. Corrigendum received dated December 3, 2009 and added to fulltext.","The plaintiff, now Sylvia Schira, decided to purchase a home in 1998. She engaged the services of a realtor associated with the defendant, 100% Realty Associates, operating as RE/MAX Saskatoon. After a lengthy search, the plaintiff purchased the property in 1998, and after lengthy searching, she discovered that the realtor, Cecilia Mui, had misrepresented facts to her, negligently and fraudulently, both in information given to her and in answers that they gave in a Property Condition Disclosure Statement (PCDS) which formed a condition of the contract for sale. She sued the defendants seeking recovery of damages for alleged latent defects in the house. HELD: The plaintiff sues the defendants. 1) The house did not meet her expectations. The realtor was not the one buying the property. She was the only one selling it. She did not know that the property fell below the standard of care required of a professional realtor representing the purchaser of a residential property. 2) The plaintiff was not aware that the defendant had entered into a confidential agreement with her. She had not seen the property for several years and had not been able to obtain a copy of the PCDS. She now claims aggravated damages against all defendants and punitive damages against the plaintiff and her former husband. The court found that the defendants were liable to her in the amount of $299,000 for the alleged defects. She also claims costs based upon mental and emotional distress.  3) The Court found that both the defendant and the plaintiff's realtor were negligent in misrepresenting certain facts and breached the fiduciary duty expected of her. The Court awarded the plaintiff $285,000 plus costs based on mental, emotional and physical distress. 4) There was no discussion of home inspection. The defendant's conduct of the search did not warrant a hearing on the issue of latent defects. It was clear from reading of the building permit that it was not within her means to purchase the property and that the plaintiff had not proven that she could afford to buy it. 5) The defendant and his company were not liable to the plaintiff in any way. They did not disclose any conditions of the property that were not readily apparent to her.",29.896761036760303
Defendants brought an application for an order setting a date for the plaintiffs' application for certification of the class action. The plaintiffs had failed to meet the litigation schedule by failing to deliver their written arguments and authorities and had not applied for an extension. HELD: The order of the Court established a timeline for the plaintiffs certification application and set a hearing date.,"FIAT BALL: The defendants apply for an order setting a date for the hearing of the plaintiffs' application for an Order certifying this action as a class action pursuant to The Class Actions Act. HELD: Although the time lines established by the court have expired, there will be an order granting leave to the plaintiffs to serve and file an application extending the times within which steps may be taken leading up to the hearing. The time lines were set to expire in October of 2010. The defendants applied for a stay of the court's fiat dated August 26, 2009, which established dates for steps to be taken prior to the filing of the plaintiff's motion for certification in October 2010.. The defendants have not met that schedule in that they have failed to deliver their written arguments and authorities by June 30, 2010 as directed. If the plaintiffs fail to serve or file the application by August 27, 2010, the defendants may apply for appropriate remedy.",2.8568722820529877
"Wills and Estates – Executors – RemovalCivil Procedure – Wills and Estates – Applications – Requirements The applicant applied for an order that the respondents renounce their right to probate the last will of the deceased testator, Anne Reiter, or in the alternative, for an order that they be terminated as executors of her estate. The testator died in January 2015 and application for probate had not yet been made. The deceased’s will had bequeathed all her property to her husband, Michael Reiter, who died in October 2015. The respondents were named executors of his estate. A simultaneous application had been brought by the same applicant to remove the respondents as executors of his estate (see: 2016 SKQB 15). The applicant had failed to serve the respondents with notice of this application or the alternate executor and beneficiaries named in the will. In addition, the applicant had misunderstood that she could rely upon evidence filed in another action that was also before the court in this application. HELD: The application was adjourned. The applicant was instructed to serve notice of the application and the adjournment on the alternate executor and the named beneficiaries. As the applicant had not understood that evidence from another action could not be considered by the court on this application, the applicant was also required to file further affidavit evidence. She was instructed to serve the material on the respondents, the alternate executor and the beneficiaries.","The applicant applied for an order that the respondents, Yvonne Powell and Yvette McLachlan, renounce their right to probate the last will and testament of Anne Reiter or, in the alternative, that they be terminated as executors of the estate for the period of January 17, 2015 to the date that they cease to be executors. HELD: The application was granted. The applicant must prepare a notice of adjourned application returnable Wednesday, February 3, 2016 at 9:00 a.m. at the Swift Current Court House. The respondents have failed to provide any evidence to the court as to the status or status of the administration of the assets of the deceased. The applicants failed to serve all those persons who are interested in this application which include the alternate executor under the will and all the named beneficiaries.",5.194690294235447
