,generated_summary,oracle,idxes
330,"Q.B.C.
A.D. 1994 No.
1040 J.C.M.
IN THE COURT OF QUEEN'S BENCH JUDICIAL CENTRE OF MELFORTBETWEEN: HER MAJESTY THE QUEEN RESPONDENT- and -WILBERT DAVID HEAD APPELLANTR.N.
Saretzky for the appellant D.W. Dahl for the respondentJUDGMENT GROTSKY J. October 6, 1994INTRODUCTION On June 1, 1994, the accused (hereafter the appellant) was charged in an Information that he, on or about the 29th day of May, A.D. 1994, at Red Earth, in the Province of Saskatchewan, did commit an assault on Janet Head contrary to s. 266 of the Criminal Code.
On June 1, 1994, the appellant appeared before a judge of the Provincial Court of Saskatchewan.
The Crown elected to proceed against the appellant by way of summary conviction.
The appellant entered a plea of guilty to said charge.
The matter of sentencing was then adjourned to July 7, 1994, and on said latter date was further adjourned to August 4, 1994, pending the receipt of the pre-sentence report directed to be prepared on June 1, 1994.
As well, a ten-year firearm, ammunition and explosive substance prohibition order was made against the appellant pursuant to the provisions of s. 100(1) of the Criminal Code, R.S.C.
1985, c. C-46.","During a hearing involving an application for custody contested by three parties, the trial judge heard only the appellants' evidence and the direct examination of the natural mother before calling counsel to his chambers and advising them that the hearing was a waste of time and custody should be granted to the natural mother.
Counsel for the appellants subsequently put the matter on record and requested the trial judge withdraw, alleging an apprehension of bias.
He refused, and after completing the trial, awarded custody to the natural mother and her common-law companion.
The decision was appealed.
Allowing the appeal, setting aside the decision and ordering a new trial,
that the circumstances created a reasonable apprehension of bias which resulted in a denial of natural justice.
In the conduct and carriage of civil actions the law requires a fair and impartial hearing.","[0, 1, 2, 3, 6, 5, 7, 4, 11, 8, 10]"
331,"Mr. John Stoesser For the Crown Mr. Drew Belobaba For the AccusedC.A.
Snell, PCJ JUDGMENT October 18, 2006I.
INTRODUCTION[1] The Crown has applied pursuant to section 753 of the Criminal Code to have Mr.
[F.R.]
designated a dangerous offender.
The Defence position is that he should be designated a long-term offender.
II.
PROCEDURAL BACKGROUND[2] On April 19, 2005 I found [F.R.]
I then ordered the preparation of a pre-sentence report.
[1][3] I was satisfied on the information before me that Mr.
[F.R.]
might be found to be a dangerous or long-term offender and therefore I remanded Mr.
[F.R.]
for the purpose of having Dr. Holden perform the assessment and provide his report to the Court.
Dr. Holden’s report offered the opinion that Mr.
[F.R.]
should be found a dangerous offender.
III.
[2][7] There is a significant difference between the sentence imposed on a dangerous offender as opposed to a long-term offender.
K.R.S.,[5] and J.L.A.G.
v. The Queen.
The sentence reserved for the latter is less restrictive, a matter of significance because in principle the less restrictive sentence is to be imposed whenever reasonably fit.
357.
Their proper discharge requires an appropriate base of fact and opinion.
This is especially so in borderline cases.
[12] In R. v.K.R.S.","The plaintiff sought damages for an alleged breach of a written contract or, in the alternative, damages for unjust enrichment.
The defendants counterclaimed for damages based on alleged negligent misrepresentation by the plaintiff.
The plaintiff had agreed to supply and erect a large sign for the defendant.
The agreement was subject to receiving approval from the Department of Highways for a changeable message centre which was to be part of the sign.
The plaintiff was to apply for the permit, as it was the signage expert.
Although approval was never received, the sign was delivered and installed.
The message centre was never activated, although the equipment was in place at the defendant's warehouse.
Dismissing the claim for breach of contract and allowing the unjust enrichment claim,
that government approval was a condition precedent to the agreement.
Since approval was not forthcoming, the contract was null and void.
The plaintiff's alternative claim for unjust enrichment was allowed against the corporate defendant, based on a reasonable monthly rental.
The defendant's counterclaim was dismissed,
as there was no negligent misrepresentation by the plaintiff.","[4, 8, 5, 14, 16, 9, 22, 21, 15, 25, 13, 39, 2, 1, 40, 46, 20, 63, 6, 3, 17, 11, 57, 62, 44, 29]"
332,"2000 SKCA 131 Docket: 105THE COURT OF APPEAL FOR SASKATCHEWANCoram: Cameron, Vancise & Sherstobitoff JJ.A.
HER MAJESTY THE QUEENAPPELLANT - and - MICHELLE IRENE THORNERESPONDENT COUNSEL:Mr. E. Neufeld, Q.C.
for the Crown Mr. W.P.
MacIsaac, Q.C.
for the Respondent DISPOSITION:On Appeal From: Q.B.C.
(orally)[1 Michelle Thorne pleaded guilty to a charge of manslaughter in respect of the death of Milan Kulas and was sentenced to 2½ years imprisonment.
The Crown seeks leave to appeal the sentence on the grounds that it is not proportionate to the gravity of the offence and fails to meet the requirements of the law in respect of deterrence, denunciation and separation.
[2 Ms. Thorne was an 18 year old single mother of one child and three months pregnant with a second child at the time the crime occurred.
She had no criminal record, but was at large on bail awaiting trial on other charges.
We were never told what the charges were or what happened to them.
[3 Ms. Thorne was a drug addict.
She had on previous occasions purchased drugs at the house in question from Dobra Provanovic, sometimes paying with sexual favours.
On January 25, 1998, Ms. Thorne, her friend Charles Key, and a third man who was never identified, formed a common intention to rob the occupants of the house of either drugs or cash or both.","The applicant sought to adduce fresh evidence on an appeal of a Family Court order which dismissed her application to terminate a permanent custody order respecting her son.
Dismissing the application,
that the evidence sought to be admitted was either available at trial and was not adduced, was repetitious of evidence given at trial, or was evidence which could not be expected to affect the decision.","[1, 2, 0, 3, 4, 6, 8, 9, 7, 10, 11, 12, 13]"
333,"PROVINCIAL COURT OF SASKATCHEWANPRINCE ALBERTIN THE MATTER OF INFORMATION #40000538 HER MAJESTY THE QUEEN - and -Clair I. Kopperud D E C I S I O N - T.B.
Bekolay, P.C.J J. Syrniuk, CROWN PROSECUTORS, Prince Albert, SK.
FOR THE CROWN.
M. Popescul, SANDERSON, BALICKI, POPESCUL & FORSYTH LAW OFFICE, Prince Albert, SK.
FOR THE DEFENCE.
- - - 1.
2.
Brent McDonald, and Dr. Felix Depadua.
The accused testified on his own behalf and called as witnesses, Randy Hurd, fireman, and Susan Kopperud, his wife.
3.
In making my findings of fact, I accept the evidence of Cst.
Brent McDonald in respect to the time of day of the various events.
Her willingness to give this explanation under oath, when she was so clearly wrong raises the question as to what weight I should give the balance of her evidence.
4.
His recollection of the time of the accident was also as noted some two hours out.
5.
There is nothing in the evidence to suggest that John Ross had any connection to the accused or his friends.
He gave his evidence in a straight-forward manner without hesitation.
He had an excellent recollection of the events of the night in connection with this case.","The respondents were charged with possession for the purposes of trafficking and cultivation of marijuana, contrary to s. 4(2) and 6(2) of the Narcotic Control Act.
RCMP had investigated a tip that a large crop of marijuana plants was being grown on a private property located in a clearing off a woods road.
They did not have a search warrant to enter the property, and arrested the respondents after observing them care for the plants.
At trial, the court held their right to be secure from unreasonable search and seizure had been violated, and acquitted them.
The Crown appealed the acquittal.
Per Roscoe, J.A., Chipman, J.A. concurring, allowing the appeal and ordering a new trial,
that there was no s. 8 breach because the respondents did not have a reasonable expectation of privacy in the field where the marijuana crop was growing.
The court reviewed case law regarding 'open fields', and 'uncultivated' lands, and adopted the reasoning in Oliver v. United States, 104 S.Ct.1735(1984) in reaching its conclusion.
Per Pugsley, J.A., dissenting, dismissing the appeal, that the respondents had a reasonable expectation of privacy in activities carried on by them on their private property.
As there were no exigent circumstances, the search was not reasonable and the evidence should be excluded.","[4, 2, 5, 7, 1, 11, 12, 13, 9, 0, 19, 29, 3, 10, 25, 16, 28, 26, 22]"
334,"[1] On October 4, 1982, Mildred Little made a will naming her only son, the appellant James Little, executor.
She made a few specific gifts and then left her home to her son, and divided the residue of her estate between her two daughters, the respondents Sandra Nelson and Leslie Gallagher.
[2] In the 1990’s Ms. Little transferred title to the house to the names of herself and the appellant jointly.
The appellant gave no consideration for these transfers and the designation.
He had no access to these assets during the life of Ms. Little.
This appeal is against that judgment.
Did the trial judge err in mixed law and fact in finding that the joint bank and investment accounts were subject to a resulting trust in favour of the residue of the estate?
Did the trial judge erred in law in failing to consider the application and effect of section 57 of The Trustee Act, R.S.S.
1978, c. T-23, which gives courts discretion to relieve trustees of liability, in whole or in part, for technical breaches of trust where a trustee acted honestly, reasonably, and where it is fair to excuse the breach?
[5] A preliminary issue is whether the appellant should be allowed to raise and argue issues one and three since they were not raised, argued, or dealt with in the court below.
Cameron J.A.
The respondents did so contend.","The parties divorced - the appellant later appealed the trial decision dividing property between them as separated spouses.
Her appeal was allowed in part, the court holding the judge erred in ruling inadmissible certain evidence about the value of scallop licences.
The matter was remitted to Supreme Court for determination on evidence to be adduced by the parties of the value of the respondent's fishing operation.
In preparation, the appellant applied to the Supreme Court for an order to inspect the respondent's bank records pursuant to s. 21(1) of the Evidence Act.
The respondent argued he had limited involvement in the enterprise being discovered.
The judge granted the order with limitations: the examination was to be limited to income received by the respondent and covering the period from the trial date forward.
The appellant appealed, arguing the limitations disallowed full disclosure.
In the interim, the respondent went into bankruptcy and argued the examination would be fully conducted by the trustee.
Allowing the appeal,
that a possible duplication was no reason to limit full disclosure.","[6, 4, 2, 10, 3, 7, 13, 12, 18, 15, 16, 14]"
335,"2003 SKQB 257Q.B.G.
A.D. 2003 No.
733 J.C.S.
An Order by way of certiorari, pursuant to Rule 664 of the Queen’s Bench Rules of Court, to quash the decision of the Workers’ Compensation Board dated November 20, 2002;b.
[2] The notice of motion, in support of the application, sets forth the following grounds:i.
That the Workers’ Compensation Board of Saskatchewan acted outside of the jurisdiction prescribed to it in The Workers’ Compensation Act, 1979, R.S.S.
W-17.1, when it denied the Applicants’ claim for compensation, based upon its finding that Mr. Truitt’s death was not compensable, because he was not found dead within the meaning of section 30 of The Workers’ Compensation Act, 1979.ii.
That the Workers’ Compensation Board of Saskatchewan acted outside of its jurisdiction, as prescribed in The Workers’ Compensation Act, 1979, R.S.S., W-17.1, when it failed to apply statutory presumptions in favour of Gloria Truitt and Taryn Truitt; andiii.
The Workers’ Compensation Board of Saskatchewan took into account irrelevant considerations in its decision of November 20, 2002.
[3] In advance of the hearing, Mr. Dale, as counsel for the Saskatchewan Workers’ Compensation Board, filed with the court the “appropriate Return” pursuant to Rule 669(3).
(3) Every application shall state the grounds on which it is made and the relief sought.
.
.
.
.
.
.
Background[6] The facts giving rise to the instant application are not particularly in dispute.","38 year old truck driver with no previous criminal record was found guilty of assault contrary to ss.267(1)(b) of the Code.
He was fined $1200, with a surcharge of $120 and placed on probation for 12 months.An altercation took place after his spouse's former husband had threatened his spouse and her children.
He was dismissed from his employment as a truck driver immediately after his conviction because he could not gain entry into the United States, because he now had a criminal record.
HELD: Conviction set aside; absolute discharge granted.","[6, 1, 0, 2, 14, 7, 4, 10, 24, 15, 11, 16, 17, 19, 20, 21, 8, 9]"
336,"QUEEN’S BENCH FOR SASKATCHEWAN Citation: 2010 SKQB 349 Date: 2010 09 29 Docket: Q.B.G.
1578 of 2010 and Q.B.
1581 of 2010 Judicial Centre: ReginaBETWEEN: Q.B.G.
1578 of 2010RONALD WARSABA, PATRICIA WARSABA and SPENCER WARSABA (suing by his Litigation Guardians Ronald Warsaba and Patricia Warsaba) PLAINTIFFS - and -BOARD OF EDUCATION OF THE REGINA SCHOOL DIVISION NO.
4 OF SASKATCHEWANDEFENDANT AND BETWEEN: Q.B.G.
1581 of 2010MICHAEL TULLOCH, an infant, suing by his litigation guardian, David TullochPLAINTIFF - and -BOARD OF EDUCATION OF THE REGINA SCHOOL DIVISION NO.
4 OF SASKATCHEWANDEFENDANTCounsel: Reginald Watson, Q.C.
for the plaintiffs Warsaba N. Tulloch for the plaintiff Tulloch J. McLellan for the defendant F.W.. Johnson, Q.C.
for the Regina Leader-Post JUDGMENT KRAUS J. September 29, 2010 [1] The defendant applies for an order sealing the affidavits of two young persons.
Counsel for the plaintiffs consent to the order.
Counsel for the Regina Leader-Post, granted leave to speak to the matter, opposes the application.
[2] The defendant submits that the young persons, JP and JR, now in Grade 9, were victims of a brutal hazing assault conducted by senior students, including the plaintiffs, and that public disclosure of information in their affidavits would exacerbate the harm which has been done to them.
835 (S.C.C.)","Dr. Huerto appealed a decision of a Joint Medical Professional Review Committee, pursuant to which he was ordered to repay approximately $384,000.00 to Saskatchewan Health.
HELD: Appeal dismissed.
1)The legislation provides for an appeal to the Court of Queen's Bench and for no further appeal.
Such an appeal can be taken on the following grounds: (a)the committee exceeded its jurisdiction; (b)it failed to observe the rules of natural justice; (c)it made an error of law; (d)its findings can not be reasonably supported by the evidence which it was entitled to consider.
2) The Court found no error of jurisdiction or failure to observe the rules of natural justice.
3)The Court found no palpable or overriding error in the facts as determined by the Committee based on the evidence.","[1, 2, 0, 4, 3, 5, 6, 7, 9, 8, 10, 14, 11]"
337,"QUEEN’S BENCH FOR SASKATCHEWAN Citation: 2010 SKQB 402 Date: 2010 10 27 Docket: Q.B.
3159 of 1999 Judicial Centre: ReginaBETWEEN:McDIARMID LUMBER LTD.
PLAINTIFF (RESPONDENT) - and -OCHAPOWACE FIRST NATIONDEFENDANT (APPLICANT)Counsel: Philip J. Gallet for the plaintiff (respondent) Mervin C. Phillips for the defendant (applicant) JUDGMENT ZARZECZNY J. October 27, 2010 THE APPLICATION[1] The defendant, Ochapowace First Nation (“Ochapowace”), applies for the dismissal of the plaintiff’s claim for want of prosecution pursuant to the inherent powers of the court.
The respondent, McDiarmid Lumber Ltd. (“McDiarmid”) responds through its counsel that it now has every intention to diligently proceed with its action.
THE ACTION[2] McDiarmid’s claim in this matter was issued November 1, 1999.
It is a claim based in debt for goods and services provided to Ochapowace in relation to the construction of portable classrooms, 10 housing units and the purchase of mobile homes.
The indebtedness claimed owing is $521,283.89.
Contracts are claimed to exist for the provision of these materials, services and products in 1995 and 1996, some 15 years ago.
[3] Ochapowace’s defence was filed November 12, 1999 and an amended defence June 21, 2002.
The defences basically consist of general denials of liability and challenges to the quality of goods and services provided by McDiarmid.
[4] Mediation was concluded in February of 2000.
Paragraph 5 of the motion setting out the grounds for the order sought states:5.
The person the Plaintiff wishes to discover is Laird Allary.","Allegations by the former wife and a child and family counsellor that the father and his new wife had physically and sexually abused the two children were found by authorities to be baseless.
The co-defendants, the mother and counsellor, protested that they were under a duty to report the disclosures of abuse.
At issue was whether the publication of four reports was libellous thus causing damage to the plaintiffs' reputations, whether they conspired to libel them in order to obtain custody, and whether the counsellor was incompetent and unqualified to assess and counsel the children and negligent in the preparation of the reports.
HELD: Judgment was awarded against the defendants jointly and severally in the amount of $27,000.
Aggravated damages of $1,000 was awarded against the mother and $15,000 was awarded against the counsellor and her company.
 1)To prove that each defendant published written defamatory statements likely to injure their reputations, three presumptions must be made: the statements were published maliciously (malice in law); the statements were false; and the plaintiffs suffered damages. 2)Every publication of a defamatory statement is a new publication.
It is no defence that the mother merely distributed the counsellor's reports.
3)Counsel conceded that the allegations in three of the reports, on their face, were defamatory.
 4)The mother enjoyed qualified privilege prima facie because parental duty is so compelling.
Two reports containing untrue and degrading allegations were in themselves intrinsic evidence of malice.
The long history of the mother's attempts to discredit the plaintiffs was extrinsic evidence of impure motive or malice.
The taping of the phone calls was considered to be just another trick to try and advance her cause.
5)The counsellor's reports tendered in court enjoyed absolute privilege but that privilege was lost when she published them to various social workers, the police and the doctors.
This is true whether the reports were of an ordinary or expert witness. 6)Both criteria, making a report maliciously and without reasonable grounds, must be satisfied before an action will lie pursuant to s.12 of the Child and Family Services Act.
Three reports were slanderous.
7)The conspiracy claim was dismissed.
8)The counsellor had extensive educational background but no clinical training in counselling or interviewing children and 45 sessions were excessive.
9)The counsellor owed a fiduciary duty to the children as their counsellor but owed no corresponding duty to their parents.
The negligence claim was dismissed.
10)The long-lasting mental distress of the plaintiffs was clear and they were entitled to aggravated damages.
They were not awarded punitive damages as there was no need of further deterrence.","[4, 0, 1, 3, 8, 11, 13, 9, 5, 7, 16, 6, 2]"
338,"QUEEN’S BENCH FOR SASKATCHEWAN Citation: 2012 SKQB 498 Date: 2012 11 28 Docket: Q.B.G.
1607/2009 Judicial Centre: ReginaBETWEEN:DARIUS TSATSI PLAINTIFF - and -TONY MERCHANTDEFENDANTCounsel: Douglas H. Christie for the plaintiff Rod J. Rath, Q.C.
for the defendant Reginald A. Watson, Q.C.
1008 of 2011 (the “College Action”), be tried together.
The defendant has also applied pursuant to Rule 169 for leave to amend his Statement of Defence, by pleading:3A Such words as were spoken or written by the Defendant are true, and the Defendant asserts that the alleged defamation was justified in law.
[2] This is a defamation action, based on statements that the plaintiff alleges were made by the defendant on June 1, 2009.
The College Action is also a defamation action.
It relates to statements made about the competence of the plaintiff as a radiologist which the plaintiff says were published both before and after June 1, 2009.
[3] The defendant says that there are common issues of fact between the two actions.
He submits that trying these actions together would be in the interests of judicial economy, and avoid the possibility of conflicting findings.
[4] The defendant says that the claims are different.","The respondent was hired as an account manager by the appellant.
She did not reach her planned sales goals during her employment, and became depressed.
She took six weeks off work on the advice of her doctor.
When she returned from sick leave she was dismissed by the appellant, who had already decided to terminate her employment after concluding that she was not able to handle the job.
She claimed damages for mental distress for the sudden and callous manner in which she had been dismissed.
The jury awarded the respondent $20,000 in lieu of notice and $60,000 damages for mental distress.
The appellant appealed the award for mental distress.
Per Hallett, J.A., Roscoe, J.A., concurring, allowing the appeal,
that the suddenness and callousness of a dismissal does not constitute conduct that gives rise to an actionable wrong separate and apart from the cause of action for the dismissal without notice.
Per Freeman, J.A., dissenting, dismissing the appeal, that a degree of mental distress is always likely to accompany the termination of employment.
However, when the employer's conduct aggravates the mental distress beyond the degree which can be remedied by agreement or reasonable notice, a right to further damages arises.","[2, 0, 1, 6, 4, 5, 8, 10, 9, 12, 11]"
339,"THE COURT OF APPEAL FOR SASKATCHEWAN GORDON SCRIMBIT(Plaintiff) APPELLANT- and - NED SHILLINGTON(Defendant) RESPONDENT CORAM:The Honourable Mr. Justice Cameron The Honourable Madam Justice Gerwing The Honourable Madam Justice Jackson COUNSEL:Mr. J.G.
Garden for the appellant Mr. M. Morris for the respondentDISPOSITION:Appeal Heard: March 9, 1995 Appeal Dismissed: March 9, 1995 (oral) On Appeal From: 4520/86 J.C. Regina Reasons: March 13, 1995 Appeal File: No.
1929 Reasons by: The Honourable Mr. Justice Cameron CAMERON J.A.
It will not be necessary to hear from you Mr. Morris.
Having regard for the standard of review applicable to this appeal, we can find no tenable basis for interfering with the order made in the Court of Queen's Bench.
In other words, Mr. Garden, we have not been persuaded that Mr. Justice Kyle either erred in principle in the exercise of the discretionary powers of the Court to dismiss for want of prosecution where there has been inordinate and inexcusable giving rise to prejudice, or overlooked or disregarded a material consideration, or acted unjudicially.
That being so, there is nothing vitiating the exercise by the chamber judge of discretion and no basis for interference by us.
Accordingly, the appeal is dismissed with costs to the respondent, such costs to be taxed in the usual way. '","The applicant sought an order requesting an absolute order of discharge in bankruptcy.
The bankrupt was indebted to Canada Student Loans and Saskatchewan Student Loans.
He had obtained a Bachelor of Science degree but was unable to complete his final year of Veterinary Medicine because he had received the maximum amount of financing available.
The bankrupt had been employed for 5 years as a taxi driver earning a less than average income; he lived at home with his parents; he was single with no dependents.
He was reluctant to leave secure employment in an effort to obtain employment related to his educational qualifications.
Counsel for the objecting creditor argued that the bankrupt had a minimal income and had the capacity to make small payments toward his obligation.
HELD: An absolute order of discharge was granted in accordance with the principles of The Bankruptcy and Insolvency Act.","[0, 1, 2, 3, 4, 5, 6, 7]"
340,"QUEEN’S BENCH FOR SASKATCHEWAN Citation: 2010 SKQB 464 Date: 2010 12 17 Docket: Q.B.G.
No.
1553 of 2008 Judicial Centre: ReginaBETWEEN:GEORGE ROBERT LAWSON PLAINTIFF - and -VINCENT THOMAS McKAYDEFENDANTAppearing: William J. Herle for the plaintiff Vincent Thomas McKay appearing on his own behalf JUDGMENT WILSON J. December 17, 2010 [1] The defendant, Vincent McKay, contracted with the plaintiff, George Lawson, for the supply and installation of eavestroughing, soffit and facia together with two downspouts, capping of three garage doors and capping of wooden trim, all to be installed on a new garage building located on Mr. McKay’s land.
[2] Mr. Lawson completed work on Mr. McKay’s garage and presented a written invoice to Mr. McKay in the sum of $2,800.00.
Mr. McKay has not paid Mr. Lawson’s account.
Mr. McKay was dissatisfied with the work of Mr. Lawson.
Mr. McKay hired others to repair the work.
He takes the position that Mr. Lawson’s claim should be dismissed.
[3] On October 14th, 2008, Mr. Lawson caused to be registered at the Land Titles Registry, Province of Saskatchewan a claim of lien under The Builders’ Lien Act, S.S. 1984-85-86, c. B-7.1, as am.
[5] The following affidavits are evidence in the matter before me: 1.","A charge of failing to yield, contrary to s.50(3) of the Highway Traffic Act.
The collision caused extensive damage to the defendant's vehicle and totaled the second.
Two passengers were knocked unconscious.
One sustained a bruised collar bone and the other required stitches to the head.
HELD: The defendant was found not guilty.
His action did not fall short of the standard of care demanded of ordinary prudent drivers faced with similar circumstances.
The defence of due diligence was established with respect to the failing to yield.
The second requirement of s.50(3) is that the defendant shall not make a turn until he has afforded a reasonable opportunity to the approaching vehicle to avoid a collision.
It was found as a fact that that when he commenced his turn, any lawfully vehicle approaching from the opposite direction would have been able to avoid the collision.
 1)Since the defendant turned across the path of the on-coming vehicle and since they came into collision, it would appear prima facie that he failed to yield as required by s.50(3).
The right of way, however, is not absolute.
As most regulatory offences s. 50(3) is an offence of strict liability which means that once it is established the defendant did the prohibited act, it is open to him to establish a defence of due diligence on a balance of probabilities. 2)Speeding by the second vehicle was a contributing factor.
It could not be determined whether the second vehicle had only its parking lights on.
Neither road nor weather conditions appeared to have been a factor.
Alcohol was not a factor.
Visibility was reasonably good given the time of day and the fact the intersection was lit by street lights.
3)When the defendant commenced his turn across the path of the second vehicle he was entitled to assume it was safe to do so as there did not appear to be any other vehicle close enough to the intersection to present a hazard.","[4, 5, 1, 6, 3, 7, 0, 14, 2, 8]"
341,"1999 SKQB 268Q.B.
A.D. 1997 No.
1868 J.C.S.
IN THE QUEEN’S BENCH JUDICIAL CENTRE OF SASKATOON BETWEEN:GEORGE BROWER and JEANNE BROWER PLAINTIFFS- and -SUNVIEW SOLARIUMS LTD.
DEFENDANTS Catherine A. Sloan for the plaintiffsGwen V.G.
The action is defended on the basis that the defendant was not ordinarily resident in Minnesota and, though served with notice of the action, did not appear before the Minnesota court or in any way submit to its jurisdiction.
[2] In Saskatchewan the law governing the enforcement of foreign judgments in this jurisdiction is set out in The Foreign Judgments Act, R.S.S.
1978, c. F-18.
See the judgment of the Saskatchewan Court of Appeal in Cardinal Couriers Ltd. v. Noyes, 1993 CanLII 6740 (SK CA), [1993] 5 W.W.R.
704, reversing my judgment in the same action reported at 1992 CanLII 7880 (SK QB), [1992] 5 W.W.R.
673.
[3] The sections of The Foreign Judgments Act pertinent to this action are:2.
In this Act: .
.
.
(c) “foreign country” means any country other than this province, whether a kingdom, empire, republic, commonwealth, state, dominion, province, territory, colony, possession or protectorate, or a part thereof; .
.
.
3.
[7] The term “ordinarily resident” is not defined in The Foreign Judgments Act so I turn to case law for assistance.","The constable sought a writ of prohibition to prevent the respondent hearing officer from proceeding with the hearing into his conduct pursuant to discipline charges brought against him by the Chief of Police on the grounds there were contraventions of the Act, the Municipal Police Discipline Regulations and the rules of natural justice and the duty of fairness which resulted in the hearing officer having exceeded or lost jurisdiction to proceed with the hearing.
He sought a declaration that a member of the police service must be informed of any investigation of his conduct prior to the commencement of the investigation as required by s.54 of the Police Act.; the Act does not permit the amendment in Form A discipline notice since it is a statutory form.
The relief sought regarding disclosure had been abandoned by the applicant.
The applicant argued that the fundamental questions to be addressed revolved around issues of statutory interpretation that must be resolved on a standard of correctness and the alternative remedies were not adequate.
The respondent took the position that this Court should not entertain the application as there is a convenient alternative remedy provided in the Act by way of appeal to the provincial Police Commission; that the Chief was entitled to amend the notice and would be entitled to grant leave if required; the hearing officer erred in holding that s.54(1) of the Act requires notice of an internal investigation to be provided to the subject member.
HELD: The application was dismissed.
There is an adequate alternative remedy which should be pursued.
There were no 'special circumstances' upon which the court should exercise its discretion to determine the merits of the application.","[0, 1, 2, 4, 8, 7, 12, 10, 11, 13, 6, 3, 14, 15, 9, 17, 18, 19, 16, 24]"
342,"QUEEN’S BENCH FOR SASKATCHEWAN Citation: 2012 SKQB 399Date: 2012 09 27 Docket: Q.B.G.
No.
for the plaintiff Brian G. Kapusianyk, Q.C.
for the defendantsFIAT MILLS J. September 27, 2012 [1] The defendant, MNP LLP (“MNP”), seeks a stay of the action pursuant to s. 8 of The Arbitration Act, 1992, S.S. 1992, c. A‑24.1.
The plaintiff, Bill Laidlaw, is a chartered accountant.
By way of a merger/purchase agreement dated September 14, 2000, he joined the partnership of MNP and became subject to the partnership agreement dated June 1, 1999.
The merger agreement provided the courts of Saskatchewan would have exclusive jurisdiction to determine all disputes and claims arising between the parties.
The merger agreement provided in part at clause 2.11 that: This Agreement shall prevail if and whenever there is any conflict or any inconsistency between the provisions of this Agreement and the MNP Partnership Agreement (as may be amended hereafter).
... 4.11 Existing Agreements - The Partners acknowledge that the Partnership has entered into and is bound by the terms of the agreements which are listed on Appendix D, which is attached to and forms part of this Agreement.
Appendix D lists a number of agreements, including merger agreements, that remain in force but did not include the merger agreement of the plaintiff.
...[3] MNP gave notice to the plaintiff that his partnership arrangement would be terminated effective September 30, 2009.","The plaintiff who had been employed by the defendant's predecessor for 23 years as office manager and bookkeeper until 1997, brought an action for damages against her new employers for dismissal without adequate notice.
The plaintiff took stress leave and requested to be relieved of her duties as office manager in 1998.
The action proceeded under the simplified procedure in Part Forty of the Queen's Bench Rules.
HELD: 1)The conduct amounted to constructive dismissal entitling her to withdraw services without a reduction in the notice period.
Although the defendant had numerous complaints the plaintiff was not dismissed for cause.
Her termination of employment related only to her reduced position as bookkeeper which was for an indefinite period of time.
Her employment had already been terminated by notice of nearly a year.
She remained entitled to notice to March 31, 1999 at her salary at the time of termination and to medical expenses that would have been covered but without bonuses or extra payments for sick pay.
2)The defendant did not establish the plaintiff ought to have done more to mitigate her loss.
There was no basis for punitive damages nor for an extension of the period of notice.
 3)The net earnings between May 1998 and March 1999 were deducted after deducting $50 for the cost of qualifying for that employment.
Amounts owing by the plaintiff to the defendant were to be deducted.
4)The plaintiff was entitled to interest in accordance with the Pre-judgment Interest Act.
5)The defendant could make no deduction for insurance benefit payments.
Sections 45 and 46 of the Employment Insurance Act was drawn to their attention. 6)The plaintiff was awarded costs.
Fees were to be taxed on column 2. 7)The plaintiff was to deliver a copy of the calculation of the judgment.
Either could issue judgment with the other's consent as to form and content.
An application for further directions could be made.","[3, 0, 1, 5, 4, 7, 11, 6, 10, 13, 8]"
