,generated_summary,oracle,idxes
140,"                                                   IN THE QUEEN’S BENCH
                                                 (FAMILY LAW DIVISION)
                                              JUDICIAL CENTRE OF REGINA
Hal B. Wellsch                                                                                   for the applicant (respondent)
FIAT                                                                                                                  ZARZECZNY J.
May 19, 2000
                                                                   FACTS
[1]               The applicant divorced husband applies to vary the spousal support provisions contained in a separation agreement dated June 18, 1975 (the ""agreement) between he and the respondent, Patricia Margaret Pearson.
He married approximately two years ago.
                                                               ANALYSIS
[5]               In a trilogy of cases the Supreme Court of Canada concluded that in order for a court to vary support provisions in a valid settlement or separation agreement or a consent order, a material or radical change in circumstances causally connected to the marriage needs be established.
[6]               The decree nisi for divorce dated September 26, 1977, incorporated the support provisions of the separation agreement.
The fact it has now occurred is not that kind of radical unforseen change in circumstance required to be established upon the authorities to support the variation application.
Nor am I persuaded that the respondent's modest income provides any proper ground for variation of the agreement.
She still has a much lower standard of living than the applicant even after taking into account the amount she is receiving as spousal support.
[9]               In all the circumstances and for the reasons stated the variation application is dismissed with costs to the respondent.","FIAT. The husband seeks to vary the spousal support provisions of the parties' 1975 separation agreement.
This agreement held that the sum of $550 (adjusted for inflation) is to be paid to the wife until she dies or remarries, whichever comes first.
The applicant paid this amount (except for a unilateral deduction in 1995) for over 25 years.
The basis of his application is that he is now retired and earning less income.
In addition, the respondent now earns part-time income that she did not have at the time of the agreement.
At the time of the agreement, the wife raised the couple's five children and received child support from the applicant.
HELD: The application is dismissed with costs to the respondent.
The SCC has held that in order for a Court to vary support provisions in a valid settlement, separation agreement or consent order, a material or radical change in circumstances causally connected to the marriage needs to be established.
Retirement of one of the parties was reasonably foreseeable at the time they entered into the agreement.
It was also foreseeable that retirement income is most often less than employment income.
This is not the kind of radical unforeseen change in circumstance required to vary the support.
The preamble of the parties' agreement states that they intended it to be a complete and final settlement.
The applicant has always earned considerable income and continues to have a better standard of living than the respondent.
The respondent's modest income does not provide grounds to vary the agreement as she still has a much lower standard of living that the applicant, even after receiving the spousal support.","[11, 48, 0, 34, 1, 47, 35, 10, 36, 46, 33, 2, 12, 9, 45, 13]"
141,"                                                                                                                            2001 SKQB 148
                                                      IN THE QUEEN'S BENCH
                                           JUDICIAL CENTRE OF SASKATOON
JOHN POPOWICH
                                                                                                                                    PLAINTIFF
                                                                      - and -
The statement of claim speaks of malicious prosecution, negligence, breach of Charter rights and conspiracy.
The plaintiff claims general damages, special damages, punitive damages, aggravated damages, interest and costs.
 [12]               Since the action was commenced, and before these applications were brought, several parties were removed from the proceedings.
Statements of defence were filed by all remaining parties.
Statements as to documents have been served and a number of examinations for discovery have been conducted.
The case is to be heard by a jury and is scheduled to commence in some ten months.
Prior to that further examinations for discovery are planned.
Against that background I must decide the stated issues.
                                              THE STATUTORY LIMITATION
 [13]               The applicants submit that with the exception of claims based on malice, the action should be struck because it was not commenced within the time prescribed by The Public Officers' Protection Act, R.S.S. 1978, c. P-40.
In the instant case, I cannot be certain that the limitation period was not extended.
This being so, I should act as suggested by the Court of Appeal.
Accordingly, the application to dismiss the plaintiff's claim as being statute barred should be dismissed.
In these circumstances, I have decided that it is appropriate to award no costs.
                                                             CONCLUSION
(6)       that there will be no costs of these proceedings.","FIAT. The infant complainants, who alleged sexual assault and other offences, failed to identify the plaintiff, a former police officer, and a stay of proceedings was entered in 1993.
 The plaintiff commenced an action in 1994 for malicious prosecution, negligence, conspiracy and breach of Charter rights and claimed general, specific, punitive and aggravated damages, interest and costs.
 Two motions to dismiss the plaintiff's claim were brought under Queen's Bench Rules 173(a) and 188, plus Rule 173(e) in the motion brought by the two chiefs of police.
The plaintiff sought several orders in a third motion, two of which were granted summarily; one was adjourned sine die.
The applicants submitted the action should be struck, except for claims based on malice, because it was not commenced within the time prescribed by the Public Officers' Protection Act (POPA).
Referring to the 2 year and 6 year limitation periods prescribed by s.3(1)(d) and (j) of the Limitations of Actions Act (LAA), the applicants argued a retroactive order for further time was prohibited because a second limitation period had expired.
The substantive issues were whether the plaintiff's claim was barred by statutory limitation periods; whether any limitation period should be extended nunc pro tunc; whether a portion of the plaintiff's claim failed to disclose a cause of action against five of the defendants because there was no allegation of malice; whether the plaintiff's claim in tort against the Government of Saskatchewan was barred by statute.
HELD: 1)The time to bring the action was extended to September 10, 1994, retroactive to September 8, 1994.
The applications to have the action dismissed as having been commenced beyond the statutory limitation period were dismissed.
Whether the limitation period was extended was best determined at trial.
It was not certain the limitation period was not extended as the statement of claim alluded to subsequent conduct by some defendants.
As a general rule, the statutory limitation period created by s.2(1)(a) of the POPA commences to run when a stay of proceedings is entered pursuant to s.579 of the Criminal Code.
Although a stay has been entered, actionable conduct of a public officer may continue.
The only limitation period applicable in this case is s.2(1) of the POPA.
Limitation periods are substantive in character, as opposed to procedural.
The LAA does not supersede or replace s.2 of the POPA.
The intent and purpose of the LAA is to avoid conflict with other legislation by removing its application from situations specifically dealt with by other legislation.
The limitation in the POPA is not necessarily absolute.
2)The application by the chiefs of police to strike the claim in negligence was dismissed.
The position in Beckstead v. Ottawa and Reynen v. Canada was adopted.
The immunity in s.10 of the Police Act does not extend protection to police officers in general.
3)The claim in negligence against the other defendants was struck without prejudice to amend pleadings.
The pleadings as to the Crown Attorneys were struck.
They could not be saved, absent an allegation of moral turpitude implicit in malice, bad faith or improper purpose.
4)The Government's application was granted in part, such that all the claims were dismissed except those alleging conspiracy and Charter breaches.
The Crown does not enjoy absolute immunity and must bring itself within s.5(6)(a) or (b) of the Proceedings Against the Crown Act which will depend on the particular facts.
Immunity does exist for malicious prosecution and negligence.
If the decision to prosecute is protected, then the conduct in carrying out the decision should be afforded the same protection.
A claim for negligence could not be maintained against the government as employer where it was struck against the Crown Attorneys.
Leave to amend pleadings was not entertained as the plaintiff failed to give advance notice.
 5)The two applications based on Rule 188 providing for a determination of a point of law were dismissed as there was a factual component.
An order should not be granted under Rule 188 in the absence of an agreed statement of fact.
6)The plaintiff demonstrated a prima facie cause of action; provided a reasonable explanation for the delay given the circumstances and his emotional and mental state at the time; and no prejudice will flow to the defendants as they had all actively participated in the litigation from the outset.
The only reasonable course was to grant a retroactive order given the time, effort and money already expended.
It was not appropriate to require the action be commenced anew.
 7)No costs.","[354, 65, 0, 1, 64, 347, 63, 2, 61, 62, 4, 170, 3, 60, 169, 66, 59, 346, 5, 168, 58, 67]"
142,"                                                                                                                      2002 SKQB 125
                                                 IN THE QUEEN’S BENCH
                                             JUDICIAL CENTRE OF REGINA
GARTH TREBLE and WENDY JACKSON
                                                                                                                              PLAINTIFFS 
                                                                              (DEFENDANTS BY COUNTER-CLAIM)
(c)      Prior to the return date, the plaintiffs’ counsel advised the defendants that the two motions which had been served on them were not, in fact, going to proceed.
[2]               Because of the peculiar circumstances surrounding the three applications, the applications were dismissed.
There was a request by the defendants’ counsel to have the matter addressed by way of costs.
[3]               When I asked counsel for the plaintiffs to speak to the issue of costs on the chamber date, he indicated in open Court that he was under extreme pressure and a lot of stress lately with respect to this file and others and therefore had prepared three motions which were fairly similar to one another and that in his confusion he had filed some and not filed others.
[4]               Given Mr. Tapp’s representation as to the amount of stress that he was presently under, I do not believe it would be appropriate in the circumstances to assess costs against the plaintiffs over the conduct of their counsel or against counsel directly at this time.
Accordingly, I leave this matter to be determined by the trial judge in the course of this action.","FIAT. The issue was whether costs should be assessed against the plaintiffs because the two motions served by the plaintiffs were not filed at the Court House prior to the return date as required by the Queen's Bench Rules;
 the motion filed at the Court House was not served on the defendants; plaintiff's counsel advised the defendants that the two motions which had been served on them were not in fact going to proceed.
HELD: Given the lawyer's representation as to the amount of stress he was under, it would not be appropriate in the circumstances to assess costs against the plaintiffs over the conduct of their counsel or against counsel directly or at this time.
The matter was left to the trial judge.","[0, 29, 1, 2, 3, 26, 28, 4, 25, 5, 27, 24]"
143,"                                                                                                                            2001 SKQB 163
                                                      IN THE QUEEN'S BENCH
                                                    (FAMILY LAW DIVISION)
                                        JUDICIAL CENTRE OF SWIFT CURRENT
GORDON CLARK McMILLAN
                                                                                                                                 PETITIONER
                                                                      - and -
WENDY LEE McMILLAN
But on the basis of the material filed, I am satisfied that she is capable of earning $15,000 during the year.
Applicants are not entitled to a variation order setting child support at the level that automatically flows from the choices they make respecting their employment and income.
The court must factor in as well, the ability of the applicant to pay a reasonable level of child support.
The applicant is clearly capable of paying more than $17 per month for her three children.
I fix basic child support for the three children under the Guidelines at $250.00 per month based on an imputed annual income of $15,000.
 [5]                   Neither party filed current information respecting the s. 7 expenses which, as claimed by the respondent in 1999, appear to be exorbitant.
I reduce the applicant's share of the s. 7 expenses to $50.00 per month for total ongoing child support of $300.00 per month commencing April 1, 2001.
 [6]                   Had the applicant been more reasonable in her submission for variation, I would have awarded her costs.
In the circumstances, there will be no order as to costs.","FIAT. The mother applied to vary the terms of the 1999 child support order under which she was to pay $400 per month composed of $334 for regular support plus $66 for s.7 medical and extraordinary expenses for their three children based on an imputed annual income of $18,000.
She sought to cancel arrears of $3,800 on the basis she will overpay if child support had been calculated in accordance with the Federal Child Support Guidelines on the basis of her actual income for 1999 and 2000.
She also sought to reduce child support to $17 per month based on a projected income of $7,000.
HELD: 1)One-half of the arrears were cancelled.
The mother must accept responsibility in part for allowing arrears to accumulate over the 2 years.
2)The mother was to pay $250 per month based on an imputed income of $15,000.
She was capable of contributing more than $17 per month.
Her share of s.7 expenses was reduced to $50 per month.
Neither filed current information. 3)Costs would have been ordered if the mother had been more reasonable in her submission for variation.","[0, 33, 32, 1, 2, 31, 3, 30, 4, 29, 5, 28, 27, 6, 26, 7, 25]"
144,"_ D.I.V.                                             A.D.1993 No. 886                                             J.C. W.                      IN THE QUEEN'S BENCH                   JUDICIAL CENTRE OF WEYBURN BETWEEN:         PAULINE ANNIE MARSHALL                                                       APPLICANT                            - and -         HAROLD BRUCE MARSHALL                                                      RESPONDENT Lora Bansley                                 for the applicant Ian D. McKay, Q.C.                           for the respondent FIAT                                                McLELLAN J. July 25, 1997          The applicant mother seeks to have the ongoing child support of $180.00 per month per child for the three children of the marriage increased.         The respondent father filed copies of his last three income tax returns.
The returns indicate that, after adjustments, he had an average gross taxable income of $28,000.00.
However, the file also indicates that his net worth has increased substantially since the original order in 1993.
His financial statement filed that year showed a net worth of $105,744.00 after deducting debts of $352,655.00.
I therefore find that the respondent has a gross annual income imputed at $56,000.00.
He shall pay to the applicant the sum of $957.00 for the support of the three children of the marriage payable on the first day of each and every month commencing as of the 1st day of August, 1997, as long as the children remain children of the marriage under the Divorce Act, R.S.C. 1985, c. 3 (2nd supp.).
There will be no order as to costs.                                                      J.","FIAT. The mother sought to have the ongoing child support of $180 per month per child for the three children of the marriage increased.
The last three income tax returns of the father indicated an average gross income of $28,000 after adjustments.
His net worth had increased substantially since the original order in 1993 from a net worth of $105,744 after deducting debts of $352,655 to $484,684 after deducting debts of $342,000.
He purchased stock totalling $202,061 in 1996 using income generated from the farm.
He claimed he could not work full time in the oil field because he was involved in a bison operation.
HELD: The respondent was to pay monthly child support of $957 for as long as the children remained children as defined by the Divorce Act.
It was appropriate to impute income of $56,000 as the respondent's assets were not being reasonably utilized to generate income.","[14, 1, 12, 2, 13, 0, 3]"
145,"                                                                                                                         2000 SKQB 579
                                                   IN THE QUEEN’S BENCH
                                        JUDICIAL CENTRE OF SASKATOON
598772 SASKATCHEWAN LTD.
                                                                                                                                 PLAINTIFF 
                                                                   - and -
HARMON INTERNATIONAL INDUSTRIES INC.
[6]                  Counsel should prepare an order immediately and submit it to me for approval.
As indicated it will provide for the instalments suggested in the schedule but with the following changes:
-                       the rate of interest to be paid on the judgment commencing January 1, 2001 should be equivalent to pre-judgment interest and should continue until the judgment is satisfied in full.
This will replace the statutory rate of interest provided for under the Interest Act, R.S.C. 1985, c. I-15.
[7]                  The judgment will provide also for a 5-day grace period and will also provide that in the event any instalment is missed after the passage of the grace period the respondent will be entitled to proceed immediately with enforcement by way of execution, garnishment or any other means it deems appropriate.
[8]                  The cost of this application will be taxed and added to the judgment and will constitute part of the balance to be paid on May 1, 2001.
[9]                  Counsel may apply to me for further directions if need be to see that this matter is dealt with promptly.","FIAT. The numbered company applied for relief pursuant to the Queen's Bench Act s.81(1) allowing the court to direct the judgment to be paid by installments.
The creditor objected that the applicant had plenty of opportunity over the years to pay and drew attention to prior allegations of mismanagement or redirection of funds which should have been allocated to the payment of interest.
HELD: The payment which should have been paid in November was to be paid within 7 days.
The remaining payments set out in the schedule will commence January 2001 with the change in rate of interest from that provided under the Interest Act to one equivalent to pre-judgment interest.
A 5 day grace period was allowed after which the respondent was allowed to proceed immediately with enforcement by execution, garnishment or any means it deems appropriate.
The taxed cost of this application was added to the judgment and will be part of the balance to be paid on May 1, 2001.
Counsel could apply for further directions.","[0, 45, 1, 44, 2, 3, 4, 42, 5, 41, 40, 43, 6, 39]"
146,"The parties were married May 5, 1973 and separated January 4, 1992.
The husband petitioned for divorce and other corollary relief on June 19, 1992.
The wife (applicant herein) counter-petitioned on March 22, 1993 and included in her claim a ""lump sum and periodic spousal support"".
The matter proceeded from there and it is apparent that the parties negotiated a settlement of all of the outstanding issues in the dispute including divorce, custody of the children, division of matrimonial property, and spousal support payable by the husband to the applicant.
There is no suggestion that the agreement was unfairly negotiated or that she was subjected to undue influence or pressure in any way before signing the agreement and was, in fact, advised by counsel before doing so.
I am left with the conclusion that the agreement with respect to spousal maintenance was intended to be final.
In light of those conclusions, I have no alternative but to dismiss the application.
The respondent is seeking costs of the application but in my view while the applicant has failed to make out her case this is not an instance where costs should be granted and I decline to do so.
Each party shall pay their own costs.                                                             J.","FIAT. The parties were married in 1973 and separated in 1992.
The husband petitioned for divorce and corollary relief in 1992.
The wife counter-petitioned in 1993 claiming a 'lump sum and periodic spousal support'.
An interspousal contract entered into 1993 provided for periodic monthly spousal support of $350.
Both acknowledged that they were aware of the nature and effect of the agreement and each had independent legal advice before signing.
The husband paid periodic spousal support until December 1995.
The applicant sought to vary the 1993 order on the grounds there had been a change in circumstances in that her annual income was currently less than half of what it had been at the time the order was made and her economic hardship could be traced to the breakdown of her marriage primarily because his job had required them to move from place to place during the marriage.
HELD: The application was dismissed.
1)The agreement was intended to be final.
While the applicant's income had dropped she had not established that she could not be self-sufficient.
The terms of the agreement which limited the payment of spousal support to December 1995 appeared to be applicable.
The applicant had previously brought a similar variation application even though she earned in excess of $25,000 in 1995.
2)There was no suggestion that the agreement was unfairly negotiated or that she was subjected to undue influence or pressure in any way prior to signing and she had been advised by counsel.
 3)Costs sought by the respondent were refused.","[47, 48, 3, 2, 1, 46, 45, 4, 44]"
147,"The respondent takes the position: 1.
The petition for divorce is a nullity and Saskatchewan courts do not have jurisdiction to hear and determine the divorce proceedings; 2.
The court lacks, or ought to decline to exercise jurisdiction under The Children's Law Act, R.S.S. 1990, c.C-8.1; 3.
If the court accepts and exercises jurisdiction under The Children's Law Act interim custody should be granted to the respondent.
THE DIVORCE ACT             The petition was filed May 31, 1996.
There will be an order that Stefan shall reside with the petitioner on an interim basis and the petitioner shall have care and control of Stefan.
It is a condition of this order that Stefan and the petitioner shall continue to reside with the petitioner's parents in the city of Regina.
In the event that there is to be any change in the petitioner or Stefan's residence the matter is to be brought back before the court for review.
It is a condition of this order that Stefan shall not be removed from the city of Regina without further order of this court.
          In my view it is necessary that this matter move promptly to pre-trial.
The Local Registrar is directed to set an early pre-trial conference date.                                                                J. ","FIAT. The petitioner sought interim custody of his son.
The respondent contested that the petition for divorce was a nullity and Saskatchewan courts did not have jurisdiction to hear the divorce proceedings and lacked jurisdiction or ought to decline to exercise jurisdiction under the Children's Law Act.
Both parties made serious allegations against the other and there was substantial conflict in the affidavit evidence.
HELD: An order for interim custody was granted on the condition the petitioner continued to reside with his parents in Regina and that the child not be removed from Regina without further court order.
1)The respondent did not acquiesce to the child's residing in Saskatchewan such that it may be said he was habitually resident here for the purposes of the Children's Law Act.
 2)The seven factors listed in s15(1)(b) are conjunctive and the petitioner must satisfy them all.
With respect to (iii) a petition for divorce was commenced in July 1996.
3)The child had a real and substantial connection with Saskatchewan and it was appropriate to exercise jurisdiction pursuant to s15(1)(b).
Jurisdiction existed pursuant to s15(3) as the child had a closer connection to Saskatchewan then to Alberta.
Both sets of grandparents and other family members on both sides reside in Saskatchewan.
The child had no connection of consequence to the Province of Alberta.","[49, 1, 50, 2, 48, 47, 3, 4, 46, 5, 45]"
148,"R.G. Kennedy                     for the defendant (applicant)                                        The Dow Chemical Company No one appearing                          for the other parties FIAT                                                  GEREIN J. April 24, 1996          The statement of claim in this action was served ex juris upon all the defendants.
At this time the one defendant, The Dow Chemical Company, seeks a declaration that this Court lacks jurisdiction to entertain the action insofar as it relates to that particular defendant.
The Court is also asked to set aside the service ex juris.
Thus, here also there is an allegation which suggests a link between the alleged failure to disclose and the plaintiff's injuries.            Accordingly, in respect to both situations, there are allegations which I must assume have a factual basis.
That being so, the statement of claim does disclose wrongful conduct on the part of the defendant, The Dow Chemical Company, and there is a causal connection between that conduct and the alleged damages suffered by the plaintiff.
Accordingly, liability may rest with the defendant, The Dow Chemical Company, in both tort and contract and it is appropriate for this Court to assume jurisdiction in respect to the claim as it relates to the defendant, The Dow Chemical Company.
Conclusion            In the result, the application is dismissed.","FIAT. The plaintiff brought an action against five defendants claiming fibromyalgia, chronic fatigue and a skin rash were the result of silicone implants.
One of the defendants, Dow Chemical, sought a declaration that the Court of Queen's Bench did not have jurisdiction to hear the action and to have the service ex juris set aside.
Dow Chemical argued that there was no causal connection between it and the plaintiff's damages.
HELD: The application was dismissed.
The plaintiff was awarded her taxable costs in any event of the cause.
It must be assumed that the allegations have a factual basis and liability may rest with the defendant, Dow Chemical, in both tort and contract, therefore it was considered appropriate to assume jurisdiction.
 1)The Court did not have jurisdiction over the defendant on the basis of common law.
The defendant is not resident in Saskatchewan and has no direct or real connection to the province.
2)The plaintiff is assumed to have suffered damages in both contract and tort.
Applying Queen's Bench Rule 31(l)(f)(g) and the Moran case, the Court should assume jurisdiction absent any reason to the contrary.
3)Three of the four main topics in the statement of claim have reference to Dow Chemical: the failure to inform certain regulatory bodies and the public at large about the risk of breast implants; marketing and distributing the implants which were of non-merchantable quality and breach of warranties.
4)The final plea was that Dow Corning and Dow Chemical were in reality one and the same entity.
It was thus suggested that the corporate veil should be pulled aside and any wrongful acts of Dow Corning should be treated as those of Dow Chemical.
This differs significantly from vicarious liability where no fault is attributable to the third party but liability attaches because of the relationship.
If fault were found to be directly attributable to Dow Chemical there would be a causal connection.
5)The allegation that Dow Chemical breached its duty to disclose the inherent risk suggested a link between the alleged failure to disclose and the injuries.
 6)The doctrine of forum non conveniens was not invoked and therefore not considered.
Appeal to Court of Appeal dismissed Sept. 9/96.","[2, 89, 88, 90, 1, 87, 3]"
149,"_ Q.B.G.                                                A.D. 1995 No. 3050                                                J.C. R.                      IN THE QUEEN'S BENCH                   JUDICIAL CENTRE OF REGINA BETWEEN:          THE OWNERS: CONDOMINIUM PLAN 84R16835                                                       PLAINTIFF                            - and -          JEFFREY JAMES SOUTH, KAREN JOAN RILKOFF,          WESTERN LITHO LIMITED, GORDON JAMES KEIR          NEILL, THE ROYAL BANK OF CANADA, HELEN          RILKOFF, KEVIN JACQUES, and BALFOUR MOSS                                                      DEFENDANTS                            - and -          JEFFREY JAMES SOUTH and KAREN JOAN RILKOFF                                      PLAINTIFFS BY COUNTERCLAIM                            - and -          THE OWNERS: CONDOMINIUM PLAN 84R16835                                       DEFENDANT BY COUNTERCLAIM P.J.D. Tyerman        for The Owners: Condominium Plan 84R16835 D.D. Kowalishen  for Jeffrey James South and Karen Joan Rilkoff FIAT                                                MATHESON J. September 22, 1997          The plaintiffs have applied for an order, pursuant to Queen's Bench Rule 173, striking out the statement of defence and counterclaim of Jeffrey James South and Karen Joan Rilkoff (the defendants) and the separate statement of defence of Helen Rilkoff.          It has been asserted that the issues raised in the defendants statement of defence, and in the statement of defence of Helen Rilkoff, do not disclose a reasonable defence, nor do the issues in the counterclaim show a reasonable cause of action.          The plaintiffs have also alleged that paragraphs 6, 7 and 8 of the defendants statement of defence, which are incorporated into paragraph 10 of the counterclaim, raise issues which have been dealt with in a final decision of a court of competent jurisdiction and the defendants are therefore barred by the doctrine of res judicata, or  issue estoppel, from pursuing such issues.
Consequently, it has been asserted that the raising of such issues is an abuse of the process of the court.          Finally, it has been submitted that the defendants statement of defence and counterclaim are frivolous, vexatious and otherwise an abuse of the process of the court.
Only if the defendants consented to the application being converted into an application pursuant to Queen's Bench Rule 188 could the court proceed to resolve what appeared to be rather serious questions of law.
The consent by the defendants to do so was not forthcoming.          The application of the plaintiffs must therefore be dismissed with costs to the defendants in any event of the cause.                                                        J.","FIAT. The plaintiffs applied for an order striking out the statement of defence and counterclaim and separate statement of Helen Rilkoff as not disclosing a reasonable defence or cause of action.
The plaintiffs claimed the doctrine of res judicata applied to the claim for damages by virtue of two Small Claims court judgments in 1989 and 1992.
The defendants asserted their damages arose in 1994 and that the cause thereof was different than those previously dealt with.
HELD: The application was dismissed with costs to the defendants in any event of the cause.
1)The fact that the plaintiffs filed a 55 page brief in support of their submissions and the defendants filed a 14 page brief in response evidenced that the issues were not easily resolved and certainly not on a summary basis.
 2)An application to strike out pleadings basically permits only an examination of the impugned pleadings to determine if any justifiable dispute is revealed.
If no facts are in dispute, the parties may resort to Rule 188.
Only if the defendants consented to the application being converted into an application pursuant to Queen's Bench Rule 188 could the court proceed to resolve the questions of law.","[18, 1, 17, 0]"
150,"                                                                                                                            2003 SKQB 69
                                                 IN THE QUEEN’S BENCH
                                             JUDICIAL CENTRE OF REGINA
DELOITTE & TOUCHE INC., in its capacity as
Receiver Manager and Trustee in the Bankruptcy of
597383 Saskatchewan Ltd. dba Peter’s Sewer Service
                                                                                                                            APPLICANTS
                                                                   - and -
614630 SASKATCHEWAN LTD. and
[3]         During the presentation of the appeal, a discussion arose as to the proper procedure to be followed by a receiver-manager who has arranged a sale of the real property.
The court suggested that the first step was to make application to have the sale approved by the court.
The notice of application should be served upon the registered owner and all other interested parties.
The onus is on the applicant to prove to the court that all such parties have been served.
At para.
6 of the judgment the court goes on to observe:
If the order for sale is approved, the applicant might then or on a later occasion apply for a vesting order.
However, under no circumstances should a vesting order be made unless or until the rights of all interested parties have either been relinquished or have been extinguished by due process.
The application for the vesting order applied for is granted.
The form of the draft order filed with the applicant solicitor’s subsequent submissions dated February 13, 2003, may issue.","FIAT. The receiver manager of the registered owner (the numbered company) under the Bankruptcy Act and the instrument appointed receiver on behalf of the secured creditor and mortgagee (HSBC Bank) applied for a vesting order.
The trustee had tried to sell the real property for year.
HELD: The vesting order was granted.
1)Although the Court tentatively concluded that s.109 of the new Land Tittles Act, 2000 combined with Queen's Bench Act ss.12 and 65 are not sufficient authority to support the granting of a vesting order in the circumstances, the Court was now satisfied that Regulation 6.5 of the Land Titles Conversion Facilitation Regulation to the new Act does so.
In substance the regulation parallels the nature, extent, purpose and intent served by the vesting order provisions contained in the former s.87.
2)This was an appropriate case to grant a vesting order in the absence of adverse interests or any interest in the registered owner or any subsequent encumbrancer or other creditor.
The bank's indebtedness secured by its mortgage far exceeded the purchase price.
The registered owner had taken no opposition.
No other interests will be adversely affected.
3)The reservations expressed in the Clarkson case did not exist or apply to the circumstances here but others having similar interests in future were cautioned to consider the direction of the Court of Appeal at para of its Clarkson judgment.","[50, 0, 49, 1, 48, 2, 46, 47, 3, 4, 45, 44, 6, 5, 43, 7, 42, 8, 41]"
151,"_ Q.B.J.                                                A.D. 1995 No. 14                                                          J.C.S.                  IN THE COURT OF QUEEN'S BENCH                  JUDICIAL CENTRE OF SASKATOON BETWEEN:          HER MAJESTY THE QUEEN                                                      RESPONDENT                            - and -          FLOYD GERALD LALIBERTE and          WALTER VILLEBRUN                                                      APPLICANTS P.A. Tondevold        for the applicant, Floyd Gerald Laliberte B.G. Morgan                 for the applicant, Walter Villebrun T.B. Macnab                                 for the respondent JUDGMENT                                          HRABINSKY J. November 14, 1995          The applicants (accused) were arraigned and each plead not guilty to the following counts:          That they: 1.   on or about the 21st day of February, A.D. 1994 at or near Saskatoon, Saskatchewan did steal cigarettes and $27.00 cash from 7-11 convenience store, 3303A 33rd Street West, while armed with an offensive weapon or imitation thereof, contrary to Section 343(d) and Section 344 of the Criminal Code. 2.   on or about the 21st day of February, A.D. 1994 at or near Prince Albert, Saskatchewan did have in their possession property, a 1993 Mercury Topaz automobile of a value exceeding one thousand dollars knowing that all of the property was obtained by the commission in Canada of an offence punishable by indictment contrary to Section 354(1) of the Criminal Code.          Following the ""not guilty"" pleas both accused applied for an order pursuant to s. 24(2) of the Charter of Rights and Freedoms for exclusion of evidence consisting of a knapsack and its contents on the grounds that the knapsack and its contents were obtained in contravention of their rights to be secure from unreasonable search and seizure pursuant to s. 8 of the Charter, such that admission of this evidence would contravene their Charter rights.                            THE FACTS          On the voir dire the Crown called Constable Roger Jones, a 1-year veteran in the Royal Canadian Mounted Police who was stationed in Prince Albert.
He testified that in the morning of February 21, 1994 he received a radio call from the Rosthern Detachment advising him of a theft of approximately $50.00 at Trappers Service in Duck Lake.
His assistance was required to intercept a small light blue car with an out-of- province license plate with two native people in it travelling north toward Prince Albert.
He was advised that the driver had tatoos on the back of his hands and the other individual was intoxicated.
He drove toward Duck Lake and met the Rosthern R.C.M.P. detachment officers.
The fairness of the trial will not be affected by the admission of the evidence.
The manner in which the search was conducted was neither abusive nor excessive.
On the contrary, the evidence was in plain view and was found inadvertently.
The evidence is real and tangible.
The admission of this evidence will not have an adverse effect upon the reputation of the administration of justice.          The application to exclude evidence is denied.                                                             J. ","Following the 'not guilty' pleas, both accused applied for an order pursuant to s. 24(2) of the Charter of Rights and Freedoms for exclusion of evidence consisting of a knapsack and its contents on the grounds that the knapsack and its contents were obtained in contravention of their rights to be secure from unreasonable search and seizure pursuant to s.8 of the Charter.
HELD: The application to exclude evidence is denied.
1)The officers were lawfully present in the premises when Sergeant Bell inadvertently found the knapsack and its contents which were in plain view.
He reasonably believed that the knapsack and the contents were evidence of a crime.
Therefore it was neither unreasonable nor unlawful for him to seize these items.
The search was authorized by law and the manner in which it was carried out was reasonable.
2)Even if the accused's rights under s.8 of the Charter had been violated this would not be a proper case to exclude the evidence under s.24(2) of the Charter.
The fairness of the trial will not be affected by the admission of the evidence.
The manner in which the search was conducted was neither abusive nor excessive.
The evidence was in plain view and was found inadvertently.
The admission of this evidence will not have an adverse effect upon the reputation of the administration of justice.","[103, 101, 102, 100, 3, 2, 1, 4, 99, 0]"
