,generated_summary,oracle,idxes
20,"By: The Honourable Mr. Justice Richards
The Honourable Madam Justice Hunter
Richards J.A.
I. Introduction
[1] These appeals concern a referendum on the question of whether the University of Saskatchewan Students’ Union should join the Canadian Federation of Students (the “Federation”).
majority of students voted in favour of joining the Federation.
[4] I conclude, for the reasons set out below, that the appeals must be dismissed.
[6] The Federation is an incorporated entity.
Among other things, it acts as an advocate for students across Canada.
It is allied with the Federation and operates to pool student resources in the provision of various services.
It must then conduct referendum on the question of whether it should become full member.
The Oversight Committee establishes the rules governing the referendum.
That issue, not the simple vires of the Council’s decision, is the question before the Court.
It was taken only after significant debate featuring all sides of the issue.
Rather, the essence of this case is the unfairness and prejudice the Council’s decision involved for those who had opposed joining the Federation.
[39] In the result, therefore, find it unnecessary to look more closely at the specific problems that arose in relation to the referendum process.
concur “JACKSON J.A.”
JACKSON J.A.
concur “HUNTER J.A.
HUNTER J.A.","These appeals concern a referendum on the question of whether the University of Saskatchewan Student's Union should join the Canadian Federation of Students (the Federation).
The referendum was held in the fall of 2005.
A majority of the students voted in favour of joining the Federation.
The respondent Robin Mowat then applied to the Court of Queen's Bench pursuant to The Non-profit Corporations Act (the Act) and obtained an order declaring the referendum to be of no force or effect.
The Federation and the Student's Union now seek to overturn that order.
They argue that Mowat had no standing to bring his application and that the Chambers judge erred in his application of the relevant statutory provisions.
HELD: The appeals must be dismissed.
1) The respondent is a 'proper person' to bring the application pursuant s. 222(d) of the Act.
He was attending the University and very actively involved on campus and the referendum campaign.
Over 44% of the students voted against joining the Federation.
The Act gives the right to make an application to a complainant, not to a complainant who speaks for a significant portion of the members of a corporation.
The fact that the respondent's application was argued a few months after the respondent had convocated should not defeat his right to bring his concerns forward.
An individual's status as a student is inevitably temporary.
There is no justice in denying the respondent's standing only because the process for reviewing the referendum results played out so slowly that he was unable to bring the matter before a court prior to the date of his convocation.
 2) The Controverted election cases are not applicable in the circumstances of this case.
Section 225 of the Act creates and delimits a statutory remedy for particular kinds of corporate conduct.
The assessment of an application pursuant to s. 225 of the Act must be measured against the concepts of oppression, unfair prejudice and unfair disregard as provided in that section.
Administrative law concepts should be imported into that analysis only with considerable care and only for the purpose of giving meaning to the statutory terms found in the section itself.
3) The critical point is that the Council abandoned a formal process which had been put in place specifically to address the very significant concerns raised by the respondent and other about the referendum.
Whether that turn of events was somehow inevitable is not the real issue.
Rather, the essence of this case is the unfairness and prejudice the Council's decision involved for those who had opposed joining the Federation.
It is unnecessary to look more closely at the specific problems that arose in relation to the referendum process.
The decision of the Student's Union to override the decision of the Elections Board was itself something that warranted the granting of relief pursuant to s. 225 of the Act.","[199, 198, 2, 197, 196, 7, 0, 4, 5, 3, 189, 22, 190, 14, 17, 15, 11, 20, 185, 181]"
21,"Kaiser, P.C.J. JUDGMENT
The officers found the accused to be the driver.
Cst. Prince noted an odour of liquor on the accused’s breath, that the accused’s eyes were “glossy”, and that her cheeks were “flushed”.
Her speech was coherent and she was polite and cooperative.
[2] Cst. Prince made an approved screening device demand, and at 1:54 a.m. the accused provided sample into an Alcotest 7410 GLC.
She testified that this meant that the accused had blood alcohol level of at least 100 milligrams.
There may well be other Intoxilyzer models that are not designated.
Her evidence does not adequately advance the Crown’s case in this respect.
[11] It follows that the Crown cannot rely upon paragraph 258(1)(g) and accordingly there is no evidence of the accused’s blood alcohol level.
[12] Considerable evidence and argument in this matter was directed to issues of evidence to the contrary as contemplated in R. v. Gibson (1992), 1992 CanLII 2750 (SK CA), 100 Sask.R. 88; 18 W.A.C. 88; 72 C.C.C.(3d) 28 (Sask.C.A.), R. v. Simonson [2001]
S.J. No. 570 (Sask.Prov. Ct.), and R. v. Fox (2003), 2003 SKCA 79 (CanLII), 238 Sask.R. 271 (Sask.C.A.);.
Given my finding with respect to the certificate it is unnecessary and inappropriate for me to comment upon those issues.
[13] The charge is dismissed.","The accused was charged with driving a motor vehicle with a blood alcohol level exceeding .08.
The Crown filed a certificate of analysis pursuant to s. 258(1)(g) of the Criminal Code for the purpose of proving the accused's blood alcohol level.
The word and symbol 'Breathalyzer' had a line drawn through them and above the same was written 'Intoxilyzer'.
There was no symbol with it.
In the blank that followed was written '5000C'.
This change was not initialed.
The issue was whether s. 258(1)(g) of the Code requires that the approved instrument be identified by way of make and model.
HELD: The charge was dismissed.
The Court found the Crown could not rely on s. 258(1)(g) of the Code and there was no evidence of the accused's blood level.
1) The Court found that in order for a certificate of analysis under s. 258(1)(g) of the Code to constitute evidence as set out in that subsection, the make and model of the approved instrument has to be set out in the certificate or be proven by other evidence.
 2) It was not possible to know who made the alteration.
The use of a certificate is a shortcut afforded to the Crown.
If it is to be employed, it must be employed correctly.
In the circumstances, the approved instrument was not adequately identified as to make and model.","[5, 75, 74, 0, 8, 69, 11, 73, 9, 68, 6, 71, 72]"
22,"1) The respondent, Nevada Pateman, applies for an interim order granting her sole custody of the parties’ two children and child support, including s. 7(a) child care expenses retroactive to the date of separation, being October, 2005.
While he acknowledges an obligation to pay child support, there is an issue as to his income and whether the interim order should be made retroactive.
A retroactive adjustment of child support to January 1, 2006 is warranted.
The order should be based on Mr. Gavelin’s income for the preceding year as that was the basis for the original October, 2005 agreement.
As of January 1, 2007, child support should be increased to reflect his 2006 income, being $112,064.
This order will result in child support arrears of $8,107, calculated as follows:
$86,871 Jan. 1, 2006 to Apr. 30, 2007
2006 Tables $1,531 mo.
28) Mr. Gavelin shall pay the child support arrears of $8,107 at the rate of $500 per month commencing February 15, 2007 and payable on the 15th day of each and every month thereafter until the arrears are paid in full.
29) As the results of the within application are mixed, costs of this application shall be costs in the cause.","FIAT: The respondent applies for an interim order granting her sole custody of the parties' two children and child support retroactive to the date of separation being October 2005.
The petitioner seeks joint custody with specified access.
The petitioner acknowledges an obligation to pay child support but there is an issue with respect to his income and whether the interim order should be retroactive.
The children are ages 3 and 2.HELD: 1) Section 3 of The Children's Law Act 1997 provides for a presumption of joint custody where parents of a child have cohabitated after the birth of the child.
That is the situation here.
There is nothing in the evidence to rebut that presumption on an interim basis.
In making interim orders, the Court tries to disrupt the lives of the children as little as possible.
The status quo in this case is represented by the verbal agreement between the parties entered into after their separation.
That is the petitioner would have the children every third week during his week off from Saturday to Tuesday.
This seems reasonable on an interim basis.
This agreement did not address the fact that the petitioner shall be laid off for two months in the spring.
It is reasonable that during this period his contact with the children should be increased.
The petitioner has not seen the children for 10 months.
He will have to be re-introduced to them.
A phase in period is required. 2)
The petitioner has worked for the same drilling company for about 6 years.
His gross income in 2006 was $112,064.
This is verified by his year to date income statement from his employer.
The petitioner attests that $9,600 of his income is a 'living allowance' paid to cover expenses for his truck, fuel, vehicle maintenance and meals and should be deducted from his Line 150 income to arrive at his current income for child support purposes.
This is a matter for the trial judge who will have the benefit of the 2006 tax return and notice of assessment and better evidence of the expenses and their purpose and make any retroactive adjustment deemed necessary.
The petitioner's income for child support purposes is $112,064. 3)
The claim for retroactive child support is a claim for child support payments which pre-date service of the notice of this application.
The petitioner was served with the application in September 2006.
The petitioner lived up to the parties' verbal agreement to pay child support of $1,200 per month starting October 2005.
He unilaterally stopped paying child support in January 2006.
He attests that his reason for doing so was because he was not having access to the children.
The obligation to pay child support is not contingent on a payor's ability to see their children.
 The respondent's income is substantially less then that of the petitioner's.
The child support was necessary to meet the children's basis ongoing needs.
The petitioner knew he had an obligation to provide child support and there is no evidence that a retroactive order would cause him undue hardship.
There is evidence that a request for change in child support preceded the commencement of this application.
A retroactive adjustment of child support to January 2006 is warranted.","[162, 158, 155, 154, 2, 164, 163, 0, 151, 152]"
23,"Decision: [1] The appellants, Delilah Delores Dixon and Peter Sheldon MacKinnon, seek leave to appeal and appeal from the decision of The Honourable Justice Patrick J. Murray reported as 2011 NSSC 5 (CanLII) and Order dated January 18, 2011.
[2] The order requires the appellants to vacate their home at 1437 Bay St. Lawrence Road, Aspy Bay, Nova Scotia, for a period of 70 days beginning at 12:01 p.m. on February 4th, 2011.
[6] The appellants seek leave to appeal and appeal from that Order alleging that the trial judge:
1. failed to properly interpret the meaning of the term “habitually used” as that term is used in s. 7(1)(a) of the Act;
3. failed to properly interpret s. 7(1)(a) and 7(1)(b) of the Act in regard to the need for community safety order.
This would effectively deny the appellants their right to appeal.
Balance of Convenience
Taking these three factors into consideration am satisfied that the balance of convenience also favours the appellants.
[15] I am prepared to grant the stay on the following terms and conditions:
5. costs of this motion shall be costs in the cause.
6. the remaining provisions of the Order remain in full force and effect.","The appellants sought a stay pending their appeal of an order made under the Safer Communities and Neighbourhoods Act requiring them to vacate their home for 70 days.
The had abided by the terms of an interim order placing conditions on their use of the home for more than five months.
They gave evidence that move would force them to take their three children out of school and move to new community.
Their eldest daughter is autistic and unable to take school bus.
She can walk to school from this home.
Stay granted, with conditions including a requirement that no one but the appellants, their children and an approved babysitter(s) be at the home between 11 pm and 6 am.
Without a stay, the appellants and their children would suffer irreparable harm.
The potential damage to the children can't be measured in monetary terms and without a stay, the issue would be moot by the time the appeal is heard.
The balance of convenience favours a stay.
The appellants have followed the conditions in the interim order(s).
There is no suggestion the community has suffered harm during this time.","[46, 40, 8, 0, 9, 11, 39, 33, 1, 45, 32]"
24,"sustained by Musam Musleh [the victim-complainant] resulted
from any blows such as kicks or punches and as such were
delivered any blows to [the victim]"".
In short, they
proving identity.
As well, the appellants alleged an error of law by
three of those submissions.
The officer testified:
It was very evident and plain to see that Mr. Musleh had
I've been an
of that nature, and this is one of the worst beatings that
In view of all of this evidence, there was sufficient
1973 CanLII 199 (SCC), [1975]
S.C.R. 275 at 280 and VTzeau v. The Queen, [1977]
calling by the appellants to present argument first when
there was no evidence called by them) has no merit.
651(3) Where no witnesses are examined for an accused,
he or his counsel is entitled to address the jury last, but
address the jury last.
The wording of the provision is clear.
It deals with
counsel's entitlement to address jury, not with counsel's
jury. The statutory entitlement to address jury last
may indeed be substantive right of defence, as observed
We would be prepared to invoke that curative provision in this instance.
In summary, we find that the verdict is not
In the result the appeal is dismissed.","At trial in Provincial Court, the accuseds called no evidence and were convicted.
They appealed on the basis that the Crown's evidence was so insufficient that a verdict of guilty was unreasonable or was one which could not reasonably be supported on the evidence.
HELD: Appeal dismissed.
1)No medical evidence was necessary to establish that the victim's injuries were caused by an assault, given the photographs admitted into evidence, the evidence of the police officer who was called to the scene of the assault and the evidence of the 7-11 clerk who was first approached by the victim for assistance.
2)Evidence of exclusive opportunity was unnecessary to sustain a conviction where there was other circumstantial evidence pointing to the identity of the accuseds.
3)Although a failure to permit an accused who calls no evidence to argue last in a jury trial might be a good ground of appeal, the failure to be permitted to argue last before a judge alone was merely a procedural error which could be cured under the curative provision contained in S.686(1)(b)(iv) of the Criminal Code.","[131, 126, 124, 134, 3, 10, 127, 130, 13, 4, 121, 11, 119, 14, 25, 123, 18, 111, 118, 122, 112, 116, 28, 31, 20, 115, 21]"
25,"For the Landlord Jim Lorimer, President
BY THE COURT:
[1] This case raises an interesting and perhaps important issue under residential tenancy law, and in particular what it means when Landlord has been directed not to withhold consent in an arbitrary or unreasonable manner.
[3] The Landlord (specifically its president, Mr. Lorimer) and the Tenant are relatively sophisticated parties, and this tenancy concerns high-end flat in south-end Halifax which is occupied by the Tenant and two other individuals.
[4] The original lease ran from September 1, 2007 to August 31, 2008, and was renewed for one year.
[6] An application by the Landlord was commenced on July 10, 2009, and came before the Residential Tenancies Officer for hearing on August 24, 2009.
Had he ruled in favour of the Landlord at that time, the Tenant would have been faced with the same situation, or perhaps he would have had the option to vacate immediately.
That is, the lease has been renewed for one year and expires on August 31, 2010.
The Tenant has the advantage of the Landlord’s undertaking to accept an early termination.
[29] Of course, it is speculative as to whether there will be any period of vacancy or any financial consequences, but the parties at least understand now what is required of them.","The tenant's year-to-year lease ran from September 1 to August 31.
Four months before it was set to automatically renew, he notified the landlord he wished to convert to a month-to-month tenancy.
The landlord refused, saying vacancies were hard to fill at any time other than September 1st.
The three bedroom rental was in an area with a large university student population and was targeted at individuals sharing not families.
It was a high-end rental, and would not necessarily appeal to students.
The landlord provided evidence that the last time it was on the market in winter, it was vacant for several months.
After a Residential Tenancies Board hearing, an officer declared the tenant successful.
The written decision did not mention the landlord's reasons for refusing consent, nor did it say they were arbitrary or unreasonable.
The landlord appealed, but offered to compromise by allowing the tenant to terminate the lease any time between May 31 and August 31 without penalty.
The officer erred in law.
The Act allows the landlord some discretion to refuse a request to convert to month-to-month, providing the refusal is made reasonably.
The landlord's reasons were neither unreasonable nor arbitrary, given the reality of the market and his past experiences with a winter vacancy.
There may be other situations where consent could reasonably be withheld.
The tenancy is declared to have been renewed for another year (with the understanding the landlord will allow the tenant to terminate at any point after May 31).
Both parties acted in good faith and, while it might seem unfair to lock the tenant into a lease he believed had converted to month-to-month, the court must make the order the officer should have made in the first place.","[72, 4, 8, 1, 76, 3, 71, 9, 68, 18]"
26,"[1] Pursuant to s. 17 of Divorce Act, R.S.C. 1985, c. (2nd Supp.), the applicant, Allan Harder, seeks to vary child support order made May 17, 2002.
Ms. Harder also asked this Court to increase Mr. Harder’s contribution for her son’s hockey, golf and baseball expenses.
[3] The issues are as follows:
3. Does Mr. Harder have an obligation to contribute to Jasmine’s riding lessons?
4. Mr. Harder’s income for child support purposes.
She does not provide any information as to the length of time she will be off work or how that may affect her projected income for 2003.
These costs are payable forthwith.
1. That Jasmine ceased to be a child of the marriage within the meaning of the Divorce Act effective March 31, 2003.
Mr. Harder’s obligation to provide ongoing support to Jasmine and his contribution for s. 7 expenses relating to her riding lessons shall terminate as of that date.
3. Ms. Harder’s application to increase Mr. Harder’s contribution for Sloane’s extracurricular activities is dismissed.
4. I find that Sloane’s current hockey expense is approximately $1,161.29 per annum.
5. Ms. Harder shall pay to Mr. Harder costs of the within application in the sum of $250, payable forthwith.","FIAT. At issue was whether there a change of circumstances, which would warrant a variation of the 2002 child support order; whether the 18 year old continued to be a child within the meaning of the Divorce Act; does the father have an obligation to contribute to his daughter's riding lessons; the father's income for child support purposes; should the 17 year old son's s.7 expenses be increased; costs.
HELD: 1)The daughter had ceased to be a child of the marriage within the meaning of the Divorce Act and the father's obligation to provide on-going support and his contribution for s.7 expenses relating to her riding lesson terminated in March 2003.
2)The father shall pay $308 per month for support of his son commencing April 1, 2003 and every month thereafter so long as he remains a child within the meaning of the Divorce Act.
3)The mother's application to increase the father's contribution for the son's extracurricular activities was dismissed.
The father shall pay $54 per month for hockey expenses commencing June 2003 and every month thereafter.
4)The mother was to forthwith pay costs of the application fixed at $250.","[177, 3, 171, 0, 174, 175, 4, 167, 8, 170, 7, 152]"
27,"The appellant applies for leave to appeal and, if granted, appeals from the sentences imposed on June 26, 1990 after he pled guilty to two offences.
For this offence he was sentenced to 18 months.
The second is the commission of mischief by damaging the motor vehicle into which he broke, and from which he stole the computer and modem.
He was sentenced to 12 months to be served concurrently with the first offence on the theft charge.
The appellant bases his appeal on the ground that the sentence is unfair.
He contends that it is too long.
have studied the record of the proceedings and considered the submissions that have been made by both the appellant and Crown counsel.
The appellant cannot be described as youthful first offender.
He was twenty‑eight years old when these offences were committed.
Since then he has been convicted 19 times, without counting those instances when there have been multiple charges.
JUNE 25, 1990
HALIFAX, N.S., JUNE 26, 1990
MS A. MURPHY, for the Crown
BEFORE: JUDGE H. RANDALL
MINUTES OF EVIDENCE
Court Reporter
IN THE SUPREME COURT OF NOVA SCOTIA
APPEAL DIVISION
BETWEEN: DAVID JOSEPH COVIN,
Respondent REASONS FOR JUDGMENT OF CLARKE, C.J.N.S.","28 year old male with 19 previous theft and property related convictions - broke into a vehicle and stole a computer - damaged motor vehicle
 -  18 months for theft and 12 months concurrent for mischief upheld on appeal.","[33, 32, 34, 1, 3, 31, 28, 36, 6, 4, 25, 27, 23, 24, 7, 8, 13, 12, 15, 9]"
28,"James Savenkoff (the ""applicant"") applies for an order varying the support provisions of a judgment granted by Lane J. of the Supreme Court of Ontario, on February 27, 1989, and seeks an order requiring a total payment of $570.75 per month for both children.
Kathryn Joan MacKay (the
""respondent"") opposes the application.
1. THIS COURT ORDERS AND ADJUDGES that the respondent wife
shall have custody of the children of the marriage, namely,
Savenkoff born April 4, 1983.
3. THIS COURT ORDERS AND ADJUDGES that
the sum of $1,200.00 per month payable to the Support and
obtaining full time employment or January 1, 1990, whichever
occurs first.
Upon the happening of the first of the above
events, the support payable by the husband shall be
original order and with all amendments thereto.
the appropriate level of maintenance at this time.
I direct there be a trial of the issue:
1. To determine the quantum of the arrears, if any,
agreements found by the Court.
2. To determine whether there has been change in
circumstances justifying variation, and if so the appropriate
level of maintenance at this time.
The action shall be proceeded with in accordance with
The Queen's Bench Rules including the right to conduct
trial conference.","FIAT The Husband alleged that a child support order, originally in the amount of $1,200.00, had been reduced by mutual agreement to $500.00 per month in 1989 when the Wife commenced employment.
He applied to vary the order to correspond to the alleged agreement.
The Wife denied any agreement to reduce the original order and sought judgment for arrears in the amount of $55,000.00.
HELD: On a review of all material filed, the Court concluded that it was not possible to resolve the matter summarily.
The Court directed a trial of the issues between the parties.","[100, 94, 95, 2, 98, 5, 93, 97, 9, 96, 12, 8, 90, 19, 18, 17, 6, 91, 16, 89, 1, 0, 83]"
29,"certainly think the impaired driving charge is stronger and although believe would as well convict him on the .08, but certainly find him guilty of the impaired and am entering judicial stay on the, on the .08 accordingly.
[2] The appellant’s notice of appeal filed May 5, 2004, references only the impaired driving count, but an amended notice of appeal of December 7, 2004, adds an appeal against purported conviction on the .08 count.
The entry of a judicial stay on the .08 charge was not used by the trial judge to avoid a multiple conviction issue.
To come to this conclusion, without any interpretive testimony, was to commit an error in law.
What the verdict would have been absent the trial judge’s consideration of the certificate is by no means clear.
Consequently, I am obliged to resolve the matter in favour of the accused, and the conviction is set aside.
In any event, the Crown is alleging the existence of signs of impairment and the accused has offered an innocent explanation for them.
In those circumstances, the court should consider whether the evidence is sufficient to prove beyond reasonable doubt that alcohol consumption was contributing factor to the alleged signs of impairment.","The accused was charged with impaired driving contrary to s. 255(1) and s. 253(a) of the Criminal Code and with driving while over .08 contrary to s. 253(b) and s. 255(1) of the Criminal Code.
The accused was convicted of impaired driving.
An initial question is whether the trial judge's decision reflected a conviction on both counts or a conviction only for the impaired driving charge.
HELD: The appeal is allowed and the conviction is set aside with an order that a new trial be held.
1) The court found a conviction was not entered on the .08 charge and the judicial stay was not used by the trial judge to avoid a multiplicity of convictions.
2) There was an error in law in that the trial judge relied at least in part on the certificate readings for his conclusion of impairment.
What the verdict would have been, absent the trial judge's consideration of the certificate, is not clear.
The matter must be resolved in favour of the accused.
As the court was of the opinion that the remaining admissible evidence could have resulted in a like verdict, a new trial is ordered.","[68, 69, 64, 61, 8, 63, 4, 5]"
30,"COUNSEL: Douglas C. Campbell, Solicitor for the Petitioner
B. Lynn Reierson, Solicitor for the Respondent
The major item in dispute between the parties in this divorce hearing is the amount of spousal and child support.
The respondent, Ms. Mosher, is also seeking unequal division of the matrimonial assets and compensatory support or a lump sum award.
But in many, if not most, cases the absence of accumulated assets may require that one spouse pay support to the other in order to effect an equitable distribution of resources.
... (d) the length of time that the spouses have cohabitated with each other during their marriage;
(g) the contribution by one spouse to the education or career potential of the other spouse;
I find that this continued inequality can be reflected by a compensatory or lump sum award of $18,000, to be paid in three annual payments of $6,000, commencing on November 30, 1993.
Taking into consideration all of the comments of counsel and the material that has been filed with me and my knowledge of the case, award costs to the respondent, who has been substantially successful, in the basic, scale category, on the basis of an amount involved of $150,000.","The parties lived together for 14 years and had three children, aged eight, 13 and 14.
The petitioner always worked and eventually became a successful stockbroker.
The respondent was employed part-time doing minimum wage jobs and was responsible for the household duties and raising their children.
The petitioner's annual income was $50,000 at the time of separation, but escalated to $200,000 in 1992 and was prone to great fluctuation.
The respondent was to have custody of the children.
She sought spousal and child support and an unequal division of assets.
Ordering support and an unequal division of assets.
The court extensively reviewed the case of Moge v. Moge (1992), 43 R.F.L.(3d) 345 (S.C.C.) and found that marriage and child care responsibilities hinder a wife's role in the workplace.
The court awarded $4500 per month as spousal and child support, plus an additional $500 while the wife retrained.
The court considered this an appropriate case for an unequal division of matrimonial assets in the respondent's favour.
Finding that the awards were still not sufficient to satisfy the respondent's needs, a lump sum award of $18,000 was ordered.
On appeal.","[3, 2, 276, 4, 5, 286, 264, 273, 287]"
31,"[1] The applicant was an undergraduate medical student at the University of Saskatchewan (“University”), who was required to discontinue his studies for failure to meet academic standards for promotion.
On the assumption that his applications will be successful, he seeks an order reinstating him as a student at the College of Medicine pending resolution of his appeal.
a. Undergraduate medical education at the University is four-year course leading to an MD designation.
license to practise medicine follows after post-graduate medical training is completed.
To reinstate him and potentially displace another student or require the College of Medicine to train on a potentially temporary basis a marginal student is not appropriate.
The respondent is correct in asserting that the applicant is seeking an order of mandamus in effect promoting him to the phase of instruction that he has not been promoted to by the College of Medicine.
The respondent’s argument that should take note of the comments of Barclay J. in Houston, supra, are well made.
This part of the application is dismissed.
The amount of the costs awarded is tempered by the fact that there was significant effort and material filed in relation to those portions of the application which were dismissed.","The applicant was a student at the University of Saskatchewan in the College of Medicine.
He was required to discontinue his studies for failure to meet academic standards for promotion.
The applicant appealed his dismissal and was unsuccessful throughout.
He applied to the Court for an order of certiorari to quash the decision of the Academic Appeals Committee and the University Bylaws Committee Council and an order reinstating him as a student at the College of Medicine pending resolution of his appeal.
HELD: The Court found that the Bylaws Committee Council exceeded its jurisdiction by reviewing the previous decisions made and drawing the conclusion that they were made fairly and properly.
The Bylaw Committee determined the merits of the applicant's appeal and determined that it was not necessary to convene a full appeal board.
There is nothing in the University policy to suggest that the Bylaws Committee has that power.
The Bylaws Committee has exceeded its jurisdiction in this regard and its decision is quashed.
The matter is returned to the Bylaws Committee to determine whether the applicant's appeal falls within the policy on student appeals and academic matters.
The portion of the application requesting reinstatement of the applicant as a student pending the resolution of his appeal is dismissed.
The applicant has a marginal academic record and there are a limited number of placements in the College of Medicine.
It does not make sense to displace another student or require the College of Medicine to train a marginal student on a potentially temporary basis.","[142, 140, 1, 4, 134, 8, 7, 138, 139]"
32,"Garry J. Moran for the respondent
JUDGMENT McINTYRE J.
The respondent,
R.S.S. 1978, c. E-3, as am. (the ""Act"") and The Department of
Revenue and Financial Services Act, S.S. 1983, c. D-22.02 as
c. R-22.01, conducted an audit resulting in the assessment of
The appeal to this Court arises under s. 21 of The
21(1) Subject to subsection (2), person aggrieved by
(11) On appeal, the facts are deemed to have been
evidence which does not warrant that finding.
material or evidence that the court may, on any terms that it
is based on any error in law; or
To take it one step further, if the interpretation adopted by
or literary purposes.
If the word ""published"" is intended to focus upon
solely for educational, technical, cultural or literary
purposes, it is far more consistent and harmonious with the
context in which the words appear and far more precise in
produced, distributed or available to sufficiently broad
""published"" were intended to qualify the preceding words, then
would agree with Husky that an audience of one is
audience is sufficiently broad which as noted, is anomalous
In conclusion, the appeal is allowed and the decision of the Board reversed.
the appeal.","The respondent conducted an audit resulting in the assessment of sales tax.
Husky Oil appealed the decision by the Board of Revenue Commissioners which held Husky liable to pay tax on documentation charges.
The primary function of the documentation was ongoing technical support for the valves operation, maintenance and modifications.
The valves and documentation were identified as separate items on the same purchase order and arrived at the job site separately.
The Board decided that the appellant purchased the documentation independent of the valves and were subject to tax under ss.5(9) unless exempted under ss.8(1)(f).
The parties agreed the documents fell within the definition of tangible property as set out in the Act.
At issue was the interpretation by the Board of the word 'published' as used in ss.5(1)(b) of eg. 1 when defining the word 'books' and whether the drawings were exempt from tax.
HELD: The appeal was allowed and the decision of the Board reversed.
Costs were awarded to the appellant. 1)The role of the Court was in the nature of judicial review and supervisory in nature.
The Court's role on questions of fact is restricted to circumstances where the evidence does not support findings of fact.
2)There was evidence which could support either interpretation of the facts.
 3)The determination of whether the documents were required for preparing the property for use in Saskatchewan is a question of fact.
There was nothing technical about the statutory requirement.
The words used are simple and ordinary.
It was open to the Board to determine as a finding of fact that the documentation was not required for preparing the valves for use. 4)Technical papers by their nature are often going to a narrow audience.
To focus upon the extent to which technical papers are directed at a public audience so as to determine their taxability makes no sense and is at odds with the proposition that technical papers can be exempt from tax.
The broad interpretation eliminates this anomaly.
 5)Having determined that the word published is intended to speak to purpose and not to extent of the audience it was not necessary to comment upon the definition adopted by the Board.","[1, 0, 18, 467, 474, 469, 15, 7, 455, 453, 454, 10, 26, 13, 451, 4, 466, 6, 445, 434, 461, 22, 31, 472]"
33,"By: The Honourable Madam Justice Jackson
I. Introduction
[2] The Crown applied for leave to appeal pursuant to s. 839 of the Criminal Code.
[3] The following facts are taken from the trial judgment or are uncontroverted.
[4] The two officers arrived at the Severight farm about noon.
After briefly questioning Mr. Severight’s wife, they determined that the son was not at home.
The questioning of Mr. Severight took place in the yard near the Severight home.
[20] The following example taken from the trial judge’s reasoning illustrates how he treated the accused’s testimony.
Mr. Severight testified that he told the officers to leave his land only once when Cst. Lariviere brushed away his finger.
The trial judge accepted Cst. Lariviere’s statement that the finger incident occurred twice, which formed the basis for him to find that the instruction to leave the yard also occurred twice.
[22] Capturing all of the nuances of trial in written reasons is difficult task.
An appellate court is not entitled to overturn a verdict simply on the basis that the trial judge placed more weight on some portions of the record than others.
Conclusion [23] We grant leave to appeal and allow the appeal.
In the result, the conviction is restored.","The accused, a member of the RCMP, was convicted after trial of assault with a weapon contrary to s. 267(1)(a).
The accused successfully appealed his conviction to the Court of Queen's Bench where a new trial was ordered.
The Queen's Bench Judge held that the trial judge's reasons were inconsistent on the whether the accused reasonably believed that he was about to be grievously harmed and that the trial judge erred by not considering the evidence of the other police officer who testified at the trial.
The Crown appealed to the Court of Appeal arguing that the summary conviction appeal judge misinterpreted the trial judge's reasons and exceeded the bounds of appellate review.
HELD: The appeal was allowed and the conviction restored.
The summary conviction appeal court judge erred in finding that the trial judge's reasons were inconsistent.
The trial judge engaged in classical alternative reasoning.
While the trial judge did not refer to all of the evidence, he did not err in failing to do so.
The trial judge grappled with the substance of the issues presented at the trial which were whether the accused had been assaulted by the complainant, whether the accused reasonably believed that he was being assaulted and whether his response was proportionate.
The trial judge based his conclusions on the whole of the evidence rather than preferring the evidence of one witness over another.
An appellate court is not entitled to overturn a verdict simply because the trial judge placed more weight on some portions of the record than others.","[5, 125, 123, 0, 16, 127, 126, 18, 118, 114, 8, 11, 15, 113]"
